question,answer
"С 1854 года Джеймс Роу Мэршон активно участвовал в предпринимательской деятельности: построил ньютонские цилиндрические мельницы и много лет занимался их управлением; при поддержке Пенсильванской железнодорожной компании разработал проект железной дороги через весь штат — добился выделения субсидий на этот проект в размере 1,3 млн $ и начал работы, однако кризис 1873 года, охвативший всю страну, не дал ему возможности осуществить свой план.","С 1854 года Джеймс Роу Мэршон активно участвовал в предпринимательской деятельности: построил ньютонские цилиндрические мельницы и много лет занимался их управлением; при поддержке Пенсильванской железнодорожной компании разработал проект железной дороги через весь штат — добился выделения субсидий на этот проект в размере 1,3 млн долларов и начал работы, однако кризис 1873 года, охвативший всю страну, не дал ему возможности осуществить свой план."
"За работу по развитию народных промыслов ей было получено одобрение «Высочайших особ царской семьи Романовых» и 10 тысяч ₽ на продолжение дела.","За работу по развитию народных промыслов ей было получено одобрение «Высочайших особ царской семьи Романовых» и 10 тысяч рублей на продолжение дела."
"Космический аппарат «Космос-613» был запущен 30 ноября 1973 года ракета-носителем «Союз» (индекс — 11А511, серийный № — С15000-29) со стартовой площадки № 1 космодрома Байконур.","Космический аппарат «Космос-613» был запущен 30 ноября 1973 года ракета-носителем «Союз» (индекс — 11А511, серийный номер — С15000-29) со стартовой площадки № 1 космодрома Байконур."
"Космический аппарат «Космос-613» был запущен 30 ноября 1973 года ракета-носителем «Союз» (индекс — 11А511, серийный № — С15000-29) со стартовой площадки № 1 космодрома Байконур.","Космический аппарат «Космос-613» был запущен 30 ноября 1973 года ракета-носителем «Союз» (индекс — 11А511, серийный номер — С15000-29) со стартовой площадки № 1 космодрома Байконур."
"Климат более суровый на северо-западе, где в виде снега выпадает около трети всех осадков и температура на несколько ° ниже, чем в центре провинции.","Климат более суровый на северо-западе, где в виде снега выпадает около трети всех осадков и температура на несколько градусов ниже, чем в центре провинции."
"В прибрежной части Нью-Брансуика на несколько ° теплее зимой и слегка прохладней летом, в виде снега выпадает только 15…20 % от всех осадков.","В прибрежной части Нью-Брансуика на несколько градусов теплее зимой и слегка прохладней летом, в виде снега выпадает только 15…20 % от всех осадков."
"Альтернативный сплайсинг порождает три изоформы рецептора: α, β и γ.","Альтернативный сплайсинг порождает три изоформы рецептора: альфа, бета и гамма."
"Согласно материалам по статистике народного хозяйства Новоладожского уезда 1891 года имение при селении Сясьские Рядки площадью 589 десятин принадлежало наследникам купца С. И. Зайцева, имение было приобретено в 1873 году за 1600 ₽.","Согласно материалам по статистике народного хозяйства Новоладожского уезда 1891 года имение при селении Сясьские Рядки площадью 589 десятин принадлежало наследникам купца С. И. Зайцева, имение было приобретено в 1873 году за 1600 рублей."
"Цифры в круглых скобках после имён игроков обозначают их № посева на турнире (всего в чемпионате мира участвуют 16 «сеяных» игроков, и 16 игроков, пробившихся из квалификации).","Цифры в круглых скобках после имён игроков обозначают их номер посева на турнире (всего в чемпионате мира участвуют 16 «сеяных» игроков, и 16 игроков, пробившихся из квалификации)."
"— Δ-функция Дирака.","— дельта-функция Дирака."
"Согласно свойствам Δ-функции, верно равенство:","Согласно свойствам дельта-функции, верно равенство:"
"В силу свойств Δ-функции и её производных, а также некоторой симметрии бинома Ньютона:","В силу свойств дельта-функции и её производных, а также некоторой симметрии бинома Ньютона:"
"В эпизоде NXT от 26 сентября Уильямс стал претендентом № один на титул североамериканского чемпиона NXT, победив Аксиома, Дракона Ли и Тайлера Бейта в четырёхстороннем матче, и победил «Грязного» Доминика Мистерио в борьбе за титул на NXT No Mercy.","В эпизоде NXT от 26 сентября Уильямс стал претендентом номер один на титул североамериканского чемпиона NXT, победив Аксиома, Дракона Ли и Тайлера Бейта в четырёхстороннем матче, и победил «Грязного» Доминика Мистерио в борьбе за титул на NXT No Mercy."
"Поскольку Дэн всё = отказывается поддержать кандидатуру Титуса, тот угрожает выдвинуть обвинения и против него.","Поскольку Дэн всё равно отказывается поддержать кандидатуру Титуса, тот угрожает выдвинуть обвинения и против него."
"По её требованию Титус набирает № телефона генерального прокурора, однако, улучив момент, бросает в неё телефонный аппарат и в неразберихе подхватывает выпавшее у Лейн оружие.","По её требованию Титус набирает номер телефона генерального прокурора, однако, улучив момент, бросает в неё телефонный аппарат и в неразберихе подхватывает выпавшее у Лейн оружие."
"Однако всё = верится с трудом в ту сцену, когда «Кроуфорд пытается поразить зрителей своим танцем живота».","Однако всё равно верится с трудом в ту сцену, когда «Кроуфорд пытается поразить зрителей своим танцем живота»."
"Кубсаты запускаются по нескольку штук за раз и имеют стоимость выведения в несколько десятков тысяч $ США.","Кубсаты запускаются по нескольку штук за раз и имеют стоимость выведения в несколько десятков тысяч долларов США."
"Несколько покеткубов могут компоноваться и запускаться в контейнерном месте и по цене одного кубсата, то есть за несколько тысяч $ США каждый.","Несколько покеткубов могут компоноваться и запускаться в контейнерном месте и по цене одного кубсата, то есть за несколько тысяч долларов США каждый."
"Первый, самый распространенный — в качестве попутной нагрузки на большой ракете-носителе (РН) (напр., компания SpaceX предлагает такие запуски по цене от 1 млн $).","Первый, самый распространенный — в качестве попутной нагрузки на большой ракете-носителе (РН) (напр., компания SpaceX предлагает такие запуски по цене от 1 млн долларов)."
"биметаллическая монета номиналом 10 ₽ из недрагоценных сплавов;","биметаллическая монета номиналом 10 рублей из недрагоценных сплавов;"
"монета из серебра 925-й пробы номиналом 3 ₽;","монета из серебра 925-й пробы номиналом 3 рубля;"
"монета из серебра 925-й пробы номиналом 100 ₽;","монета из серебра 925-й пробы номиналом 100 рублей;"
"монета из золота 999-й пробы номиналом 50 ₽;","монета из золота 999-й пробы номиналом 50 рублей;"
"монета из золота 999-й пробы номиналом 10 000 ₽.","монета из золота 999-й пробы номиналом 10 000 рублей."
"Ориентировочная стоимость одной монеты на январь 2013 года — 1500 ₽.","Ориентировочная стоимость одной монеты на январь 2013 года — 1500 рублей."
"Структура каталожного № монет России","Структура каталожного номера монет России"
"По оценкам, всего 0,2 % взрослого населения инфицировано ВИЧ, поэтому в Никарагуа один из самых низких показателей распространенности ВИЧ в Центральной Америке.","По оценкам, всего 0,2 процента взрослого населения инфицировано ВИЧ, поэтому в Никарагуа один из самых низких показателей распространенности ВИЧ в Центральной Америке."
"Проведенное в сентябре 2005 года исследование ВИЧ среди работников коммерческого секса, о котором сообщила ЮНЭЙДС, показало, что распространенность ВИЧ в этой группе составляет всего 0,2 %.","Проведенное в сентябре 2005 года исследование ВИЧ среди работников коммерческого секса, о котором сообщила ЮНЭЙДС, показало, что распространенность ВИЧ в этой группе составляет всего 0,2 процента."
"Большие группы белуджских кочевников, = как и земледельцы-шахри, находилось в подчинении у хакемзат.","Большие группы белуджских кочевников, равно как и земледельцы-шахри, находилось в подчинении у хакемзат."
"В целом ландшафт региона плоский, наклонённый под углом в 0,04 ° к востоку.","В целом ландшафт региона плоский, наклонённый под углом в 0,04 градуса к востоку."
"Топонимист Г. Е. Корнилов считает, что слово «Таганай» восходит к башкирскому тыуған ай τ — «восходящей луны гора», «гора молодого месяца».","Топонимист Г. Е. Корнилов считает, что слово «Таганай» восходит к башкирскому тыуған ай тау — «восходящей луны гора», «гора молодого месяца»."
"Размер активов под управлением по состоянию на март 2022 года составлял 8,1 трлн $.","Размер активов под управлением по состоянию на март 2022 года составлял 8,1 трлн долларов."
"В 2014 году активы компании впервые достигли 3 трлн $, а в 2018 году превысили 5 трлн.","В 2014 году активы компании впервые достигли 3 трлн долларов, а в 2018 году превысили 5 трлн."
"Более 70 % акций принадлежит руководству компании.","Более 70 процентов акций принадлежит руководству компании."
"Рыночная стоимость акций во владении The Vanguard Group из числа котируемых на бирже NASDAQ и NYSE на конец 2022 года составляла 3,93 трлн $.","Рыночная стоимость акций во владении The Vanguard Group из числа котируемых на бирже NASDAQ и NYSE на конец 2022 года составляла 3,93 трлн долларов."
"Объём британских инвестиций в Казахстан с 1993 года по 1 полугодие 2019 года составил 25 миллиардов $ США.","Объём британских инвестиций в Казахстан с 1993 года по 1 полугодие 2019 года составил 25 миллиардов долларов США."
"За период с 2005 года по 3-й квартал 2021 года приток прямых инвестиций из Великобритании в Казахстан превысил 15 млрд $ США.","За период с 2005 года по 3-й квартал 2021 года приток прямых инвестиций из Великобритании в Казахстан превысил 15 млрд долларов США."
"За период с 2005 года по 3-й квартал 2021 года валовый отток прямых инвестиций из Казахстана в Великобританию составил 5,9 млрд $ США.","За период с 2005 года по 3-й квартал 2021 года валовый отток прямых инвестиций из Казахстана в Великобританию составил 5,9 млрд долларов США."
"В 2015 году им удалось продать продукции на сумму более 72 миллионов $ США:44.","В 2015 году им удалось продать продукции на сумму более 72 миллионов долларов США:44."
"Он представлен рядом небольших предприятий, которым в 2015 году удалось продать изделий из дерева на общую сумму в 6 миллионов $ США:45.","Он представлен рядом небольших предприятий, которым в 2015 году удалось продать изделий из дерева на общую сумму в 6 миллионов долларов США:45."
"Фороптер может определить: фории (естественное положение глаз в покое), амплитуду аккомодации, запаздывание аккомодации, состояние аккомодации, горизонтальные и вертикальные вергенции, наличие астигматизма, который имеет ось, измеряемую углом от 0 до 180 ° от горизонтального положения и т. д.","Фороптер может определить: фории (естественное положение глаз в покое), амплитуду аккомодации, запаздывание аккомодации, состояние аккомодации, горизонтальные и вертикальные вергенции, наличие астигматизма, который имеет ось, измеряемую углом от 0 до 180 градусов от горизонтального положения и т. д."
"По его предложениям были выделены 1,2 миллиона $ для установки и обслуживания 120 видеокамер, установленных на 9 станций метро, в частности Боропарк, Мидвуд, Кенсингтон и Парквилль.","По его предложениям были выделены 1,2 миллиона долларов для установки и обслуживания 120 видеокамер, установленных на 9 станций метро, в частности Боропарк, Мидвуд, Кенсингтон и Парквилль."
"По данным газеты «Нью-Йорк таймс», только малая часть из 600 миллионов $, выделенных бюджетом на безопасность городской подземки, используется действительно продуктивно.","По данным газеты «Нью-Йорк таймс», только малая часть из 600 миллионов долларов, выделенных бюджетом на безопасность городской подземки, используется действительно продуктивно."
"Тем не менее, на обновление своих офисов чиновники ООН собрались потратить колоссальную сумму в 1 миллиард $.","Тем не менее, на обновление своих офисов чиновники ООН собрались потратить колоссальную сумму в 1 миллиард долларов."
"Денежные доходы его превышали 11 млн ₽, а прибыль 4,5-4,8 млн ₽.","Денежные доходы его превышали 11 млн рублей, а прибыль 4,5-4,8 млн рублей."
"Специальный приз ФСБ на кинофестивале «Ноль +» г.","Специальный приз ФСБ на кинофестивале «Ноль плюс» г."
"В названии отражено и имя богини, и порядковый № астероида, так как «гекатон» (ἑκατόν) означает по-гречески одну сотню.","В названии отражено и имя богини, и порядковый номер астероида, так как «гекатон» (ἑκατόν) означает по-гречески одну сотню."
"Украинский парламент это сделал при поддержке наших $».","Украинский парламент это сделал при поддержке наших долларов»."
"С подчинёнными земгалами, земли которых ранее подверглись сокрушительному разорению войсками ордена и архиепископа попеременно, Иоанну на протяжении своего епископата удалось найти общий язык, = как и с поверженным племенем куршей, которое в итоге вынуждено было признать абсолютное господство немецких феодалов.","С подчинёнными земгалами, земли которых ранее подверглись сокрушительному разорению войсками ордена и архиепископа попеременно, Иоанну на протяжении своего епископата удалось найти общий язык, равно как и с поверженным племенем куршей, которое в итоге вынуждено было признать абсолютное господство немецких феодалов."
"Первый № Geobios был опубликован в 1968 году под инициативой Луи Давида.","Первый номер Geobios был опубликован в 1968 году под инициативой Луи Давида."
"С 1970 по 1974 в томе было по четыре №, выходивших раз в три месяца.","С 1970 по 1974 в томе было по четыре номера, выходивших раз в три месяца."
"При проведении процедуры радиоактивный источник застрял в ампулопроводе (часть транспортёра, предназначенная для направления источника γ-излучения при его перемещении), вследствие чего работа была приостановлена до устранения проблемы специалистами робототехнического комплекса, которые с помощью манипуляторов извлекли ампулу с радиационным источником и поместили её в контейнер.","При проведении процедуры радиоактивный источник застрял в ампулопроводе (часть транспортёра, предназначенная для направления источника гамма-излучения при его перемещении), вследствие чего работа была приостановлена до устранения проблемы специалистами робототехнического комплекса, которые с помощью манипуляторов извлекли ампулу с радиационным источником и поместили её в контейнер."
"Проведённое радиационное обследование показало незначительное превышение γ-фона внутри цеха.","Проведённое радиационное обследование показало незначительное превышение гамма-фона внутри цеха."
"Трость распознает препятствия «в диапазоне 25 ° в горизонтальном направлении и 50 ° по вертикали».","Трость распознает препятствия «в диапазоне 25 градусов в горизонтальном направлении и 50 градусов по вертикали»."
"По просьбе руководства Комитета по транспорту Государственной Думы РФ группа компаний «Прогресстех» подготовила независимый отчёт о состоянии Московского авиационного узла, в котором оценивает строительство новой ВПП в Домодедове в 20 млрд ₽.","По просьбе руководства Комитета по транспорту Государственной Думы РФ группа компаний «Прогресстех» подготовила независимый отчёт о состоянии Московского авиационного узла, в котором оценивает строительство новой ВПП в Домодедове в 20 млрд рублей."
"Контракт на строительство получило СУ-1 МДС-Групп, стоимость новой ВПП и перронов составила 15 млрд ₽.","Контракт на строительство получило СУ-1 МДС-Групп, стоимость новой ВПП и перронов составила 15 млрд рублей."
"На завершение текущих строительных проектов аэродромных объектов Домодедово Росавиация запросила у Минфина 11,4 млрд ₽.","На завершение текущих строительных проектов аэродромных объектов Домодедово Росавиация запросила у Минфина 11,4 млрд рублей."
"Издание выходило ежемесячно (за исключением января — февраля, когда выходил № за два месяца сразу).","Издание выходило ежемесячно (за исключением января — февраля, когда выходил номер за два месяца сразу)."
"13 октября 1973 года из-за отказа электропитания систем навигации потерпел катастрофу самолёт «Ту-104Б» «Аэрофлота», следовавший рейсом «964» из Тбилиси (бортовой № СССР-42486).","13 октября 1973 года из-за отказа электропитания систем навигации потерпел катастрофу самолёт «Ту-104Б» «Аэрофлота», следовавший рейсом «964» из Тбилиси (бортовой номер СССР-42486)."
"Когда Феникс играл в Xero, он решил отправиться в тур со своей прежней группой The Snax, но после тура все = продолжал играть в Xero.","Когда Феникс играл в Xero, он решил отправиться в тур со своей прежней группой The Snax, но после тура все равно продолжал играть в Xero."
"В восточной части в Кетелмер впадает река Эйссел, Δ которой принадлежит провинции Оверэйсел.","В восточной части в Кетелмер впадает река Эйссел, дельта которой принадлежит провинции Оверэйсел."
"Наконец, Нью-Йорку пришлось признать неизбежное: в 1790 году было решено, что Нью-Йорк признаёт границы Вермонта, а тот за это выплачивает Нью-Йорку 30 000 $.","Наконец, Нью-Йорку пришлось признать неизбежное: в 1790 году было решено, что Нью-Йорк признаёт границы Вермонта, а тот за это выплачивает Нью-Йорку 30 000 долларов."
"Вместе с тем убытки были невелики: пострадало несколько приграничных посёлков, а на всю войну штат потратил 1 959 477 $.","Вместе с тем убытки были невелики: пострадало несколько приграничных посёлков, а на всю войну штат потратил 1 959 477 долларов."
