question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Кавер-версия этой песни содержится на дебютном сольном альбоме Truth (1968) британского гитариста Джеффа Бека, вокал ∈ Роду Стюарту.","Кавер-версия этой песни содержится на дебютном сольном альбоме Truth (1968) британского гитариста Джеффа Бека, вокал принадлежит Роду Стюарту.",0,1,0,0,0,0
"«Крайне левая» выступала за полное отделение церкви от государства, децентрализацию и развитие местного самоуправления, прогрессивное налогообложение, независимый суд, бесплатное и обязательное светское образование ∀ детей, всеобщее избирательное право, в защиту прав женщин и трудящихся, против смертной казни, клерикализма, империализма и колониализма.","«Крайне левая» выступала за полное отделение церкви от государства, децентрализацию и развитие местного самоуправления, прогрессивное налогообложение, независимый суд, бесплатное и обязательное светское образование для всех детей, всеобщее избирательное право, в защиту прав женщин и трудящихся, против смертной казни, клерикализма, империализма и колониализма.",0,0,0,1,0,0
"Также ∃ достаточно сложный вопрос совместимости принципа законности и прецедентного права.","Также существует достаточно сложный вопрос совместимости принципа законности и прецедентного права.",0,1,0,0,0,0
"β Рака (β Рака, β Cnc / β Cancri) — самая яркая звезда в созвездии Рака.","Бета Рака (β Рака, β Cnc / β Cancri) — самая яркая звезда в созвездии Рака.",0,1,0,0,0,0
"С сентября 2022 года ∈ компании АО «Альтаир Медиа».","С сентября 2022 года принадлежит компании АО «Альтаир Медиа».",0,1,0,0,0,0
"У римлян алеиптом назывался раб, смазывавший и натиравший своего господина разными веществами в бане и наблюдавший за его телесным здоровьем и наружностью, предписывая сообразно с этим необходимую диету и телесные упражнения; ⇒, это был род домашнего врача.","У римлян алеиптом назывался раб, смазывавший и натиравший своего господина разными веществами в бане и наблюдавший за его телесным здоровьем и наружностью, предписывая сообразно с этим необходимую диету и телесные упражнения; следовательно, это был род домашнего врача.",0,1,0,0,0,0
"γ-Аминомасляная кислота (Γ-аминомасляная кислота, сокр. ГАМК) — органическое соединение, непротеиногенная аминокислота, важнейший тормозной нейромедиатор центральной нервной системы (ЦНС) человека и других млекопитающих.","γ-Аминомасляная кислота (гамма-аминомасляная кислота, сокр. ГАМК) — органическое соединение, непротеиногенная аминокислота, важнейший тормозной нейромедиатор центральной нервной системы (ЦНС) человека и других млекопитающих.",0,1,0,0,0,0
"μ Ла́рсен (дат. My Larsen, урождённая μ Хо́ллингер, дат. My Hollinger, известна также как μ Хо́ллингер Ла́рсен, дат. My Hollinger Larsen; род. 9 февраля 1999, Гентофте, Копенгаген) — датская кёрлингистка.","Мю Ла́рсен (дат. My Larsen, урождённая Мю Хо́ллингер, дат. My Hollinger, известна также как Мю Хо́ллингер Ла́рсен, дат. My Hollinger Larsen; род. 9 февраля 1999, Гентофте, Копенгаген) — датская кёрлингистка.",0,3,0,0,0,0
"После выхода фильма в мировой прокат его название стало устойчивым выражением во многих языках, включая русский, и означает особую, непередаваемую во всей полноте эмоциональную, этическую и эстетическую «атмосферу» Парижа ∀, кого очаровала столица Франции.","После выхода фильма в мировой прокат его название стало устойчивым выражением во многих языках, включая русский, и означает особую, непередаваемую во всей полноте эмоциональную, этическую и эстетическую «атмосферу» Парижа для всех, кого очаровала столица Франции.",0,0,0,1,0,0
"Aston Martin Vantage — спортивный автомобиль, выпускавшийся с 1993 по 2000 год английской компанией Aston Martin, а также ®, используемая для обозначения более мощных и быстрых версий других моделей компании.","Aston Martin Vantage — спортивный автомобиль, выпускавшийся с 1993 по 2000 год английской компанией Aston Martin, а также торговая марка, используемая для обозначения более мощных и быстрых версий других моделей компании.",0,0,0,1,0,0
"Общие правила ∀ соревнований ФИС содержат","Общие правила для всех соревнований ФИС содержат",0,0,0,1,0,0
"Статья ∋ результаты турниров двух старших категорий (GA и G1) среди девушек.","Статья содержит результаты турниров двух старших категорий (GA и G1) среди девушек.",0,1,0,0,0,0
"Калифорнийский университет или Университет Калифорнии (англ. The University of California), UC — ∪ 10 публичных калифорнийских университетов.","Калифорнийский университет или Университет Калифорнии (англ. The University of California), UC — объединение 10 публичных калифорнийских университетов.",0,1,0,0,0,0
"Первоцвет пушистый или первоцвет опушённый (лат. Primula × pubescens) — травянистое многолетние растение, естественный гибрид первоцвета ушковидного (Primula auricula) c первоцветом жёстковолосистым (Primula hirsuta All.), который использовался как декоративное растение по крайней мере с XVI века.","Первоцвет пушистый или первоцвет опушённый (лат. Primula умножить на pubescens) — травянистое многолетние растение, естественный гибрид первоцвета ушковидного (Primula auricula) c первоцветом жёстковолосистым (Primula hirsuta All.), который использовался как декоративное растение по крайней мере с XVI века.",0,0,1,0,0,0
"Национальный музей фотографии Дании (дат. Det Nationale Fotomuseum, København) — государственный художественный музей, расположенный на острове Слотсхольмен в центре датского города Копенгаген; был основан в 1996 году, а с 1999 года размещается в комплексе зданий королевской библиотеки «Den Sorte Diamant» (букв. чёрный бриллиант), где занимает площадь в 520 м² на этаже «К»; постоянная коллекция ∋ более 50 000 произведений датских и зарубежных фотографов.","Национальный музей фотографии Дании (дат. Det Nationale Fotomuseum, København) — государственный художественный музей, расположенный на острове Слотсхольмен в центре датского города Копенгаген; был основан в 1996 году, а с 1999 года размещается в комплексе зданий королевской библиотеки «Den Sorte Diamant» (букв. чёрный бриллиант), где занимает площадь в 520 м² на этаже «К»; постоянная коллекция содержит более 50 000 произведений датских и зарубежных фотографов.",0,1,0,0,0,0
"Раковина округло-коническая, с широким завитком, высота которого немного < высоты устья.","Раковина округло-коническая, с широким завитком, высота которого немного меньше высоты устья.",0,1,0,0,0,0
"Проект Руниверс создан в информационно-образовательных целях, не является коммерческим, не ∋ рекламы и не предназначен для извлечения какой-либо выгоды из публикуемых материалов.","Проект Руниверс создан в информационно-образовательных целях, не является коммерческим, не содержит рекламы и не предназначен для извлечения какой-либо выгоды из публикуемых материалов.",0,1,0,0,0,0
"Точка ω — термин, введённый французским философом и теологом, священником-иезуитом Пьером Тейяром де Шарденом для обозначения состояния наиболее организованной сложности и одновременно наивысшего сознания, к которому, по его мнению, эволюционирует Вселенная.","Точка Омега — термин, введённый французским философом и теологом, священником-иезуитом Пьером Тейяром де Шарденом для обозначения состояния наиболее организованной сложности и одновременно наивысшего сознания, к которому, по его мнению, эволюционирует Вселенная.",0,1,0,0,0,0
"Возникая в ходе эволюции, ω в то же время по природе своей ускользает от действия сил, обрекающих гибели всё возникающее, от ограничений времени и пространства: «Последний член ряда, он вместе с тем вне ряда».","Возникая в ходе эволюции, Омега в то же время по природе своей ускользает от действия сил, обрекающих гибели всё возникающее, от ограничений времени и пространства: «Последний член ряда, он вместе с тем вне ряда».",0,1,0,0,0,0
"Монако — карликовое государство, по площади второе с конца в Европе и в мире: < только Ватикан.","Монако — карликовое государство, по площади второе с конца в Европе и в мире: меньше только Ватикан.",0,1,0,0,0,0
"Сага ∃ в двух независимых версиях и различных сокращениях, основанных на них.","Сага существует в двух независимых версиях и различных сокращениях, основанных на них.",0,1,0,0,0,0
"Пра́во хозя́йственного веде́ния — производное от права собственности ограниченное вещное право юридических лиц-не собственников по хозяйственному и иному использованию имущества собственника, при котором государственное или муниципальное предприятие, которому имущество ∈ на праве хозяйственного ведения, владеет, пользуется и распоряжается этим имуществом в пределах, установленных законом (ст. 294 ГК РФ).","Пра́во хозя́йственного веде́ния — производное от права собственности ограниченное вещное право юридических лиц-не собственников по хозяйственному и иному использованию имущества собственника, при котором государственное или муниципальное предприятие, которому имущество принадлежит на праве хозяйственного ведения, владеет, пользуется и распоряжается этим имуществом в пределах, установленных законом (ст. 294 ГК РФ).",0,1,0,0,0,0
"Составляющие огня СС: забивающаяся в землю игла (заострённый стальной уголок) или тяжёлая круглая подставка (для прожекторных огней светосигнальной системы большой интенсивности), на которые крепятся корпуса огней; стойка (стальная трубка), тарелка с винтами для регулировки угла наклона огня, светофильтр, заглушка (для прожекторных огней- отражатель ), линза (диоптрия), накрывной колпак (для местности с частыми ветрами, ⇒ и пылью), конус, лампа, гибкий кабель с разъёмом.","Составляющие огня СС: забивающаяся в землю игла (заострённый стальной уголок) или тяжёлая круглая подставка (для прожекторных огней светосигнальной системы большой интенсивности), на которые крепятся корпуса огней; стойка (стальная трубка), тарелка с винтами для регулировки угла наклона огня, светофильтр, заглушка (для прожекторных огней- отражатель ), линза (диоптрия), накрывной колпак (для местности с частыми ветрами, следовательно и пылью), конус, лампа, гибкий кабель с разъёмом.",0,1,0,0,0,0
"Тахокли́н — переходная область в Солнце (и других звёздах с массой > 0,3 M⊙) между зоной лучистого переноса и дифференциально вращающейся внешней конвективной зоной.","Тахокли́н — переходная область в Солнце (и других звёздах с массой больше 0,3 M⊙) между зоной лучистого переноса и дифференциально вращающейся внешней конвективной зоной.",0,1,0,0,0,0
"Центр был создан 18 июля 2006 года путем переименования из «Общества биотехнологических исследований» (нем. Gesellschaft für Biotechnologische Forschung mbh, GBF), занимается исследованиями инфекций в Брауншвейге и ∈ Объединению немецких исследовательских центров имени Гельмгольца.","Центр был создан 18 июля 2006 года путем переименования из «Общества биотехнологических исследований» (нем. Gesellschaft für Biotechnologische Forschung mbh, GBF), занимается исследованиями инфекций в Брауншвейге и принадлежит Объединению немецких исследовательских центров имени Гельмгольца.",0,1,0,0,0,0
"Общественная организация — ∪ граждан на основе общих интересов и целей.","Общественная организация — объединение граждан на основе общих интересов и целей.",0,1,0,0,0,0
"Также ∃ термин «неправительственная организация» (НПО) — организация, созданная частными лицами, или другими организациями, не связанными с правительством.","Также существует термин «неправительственная организация» (НПО) — организация, созданная частными лицами, или другими организациями, не связанными с правительством.",0,1,0,0,0,0
"Также ∃ термин некоммерческая организация (НКО) — это организация, которая создаётся и действует не для извлечения прибыли.","Также существует термин некоммерческая организация (НКО) — это организация, которая создаётся и действует не для извлечения прибыли.",0,1,0,0,0,0
"∈ к древнейшим прибалтийским родам.","Принадлежит к древнейшим прибалтийским родам.",0,1,0,0,0,0
"Граф Сервера (кат. comtessa de Cervera, исп. Condado de Cervera) — дворянский титул, который впервые был учрежден королем Педро IV Арагонским, в настоящее время является одним из титулов, традиционно связанных с наследником короны Испании, в настоящее время ∈ Леонор, принцессе Астурийской, наследнице Филиппа VI.","Граф Сервера (кат. comtessa de Cervera, исп. Condado de Cervera) — дворянский титул, который впервые был учрежден королем Педро IV Арагонским, в настоящее время является одним из титулов, традиционно связанных с наследником короны Испании, в настоящее время принадлежит Леонор, принцессе Астурийской, наследнице Филиппа VI.",0,1,0,0,0,0
"Вариант-повторение картины «Сватовство майора», над которым художник работал в 1850—1852 годах, хранится в Государственном Русском музее в Санкт-Петербурге (холст, масло, 56 × 76 см, инв. Ж-4521).","Вариант-повторение картины «Сватовство майора», над которым художник работал в 1850—1852 годах, хранится в Государственном Русском музее в Санкт-Петербурге (холст, масло, 56 умножить на 76 см, инв. Ж-4521).",0,0,1,0,0,0
"Кимберли Кей Уайатт (англ. Kimberly Kaye Wyatt, род. 4 февраля 1982) — американская певица, танцовщица, хореограф и телеведущая, > всего известная как бывшая вокалистка группы The Pussycat Dolls.","Кимберли Кей Уайатт (англ. Kimberly Kaye Wyatt, род. 4 февраля 1982) — американская певица, танцовщица, хореограф и телеведущая, больше всего известная как бывшая вокалистка группы The Pussycat Dolls.",0,1,0,0,0,0
"Ассоциация (от лат. associare — соединять) — ∪ простых молекул или ионов в более сложные, не вызывающее изменения химической природы вещества.","Ассоциация (от лат. associare — соединять) — объединение простых молекул или ионов в более сложные, не вызывающее изменения химической природы вещества.",0,1,0,0,0,0
"α Этники 1986/1987 годов (греч. Α΄ Εθνική 1986/1987) — 51-й сезон чемпионата Греции по футболу.","Альфа Этники 1986/1987 годов (греч. Α΄ Εθνική 1986/1987) — 51-й сезон чемпионата Греции по футболу.",0,1,0,0,0,0
"Синтон не ∃ как конкретный реагент, это формальная частица (ион, радикал или карбен), каждому синтону может соответствовать один или несколько реальных реагентов, и наоборот, один реагент может являться синтетическим эквивалентом для нескольких синтонов.","Синтон не существует как конкретный реагент, это формальная частица (ион, радикал или карбен), каждому синтону может соответствовать один или несколько реальных реагентов, и наоборот, один реагент может являться синтетическим эквивалентом для нескольких синтонов.",0,1,0,0,0,0
