question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Утверждён 20 октября 2004 года, как флаг муниципального образования «Город Щербинка» Московской области (после муниципальной реформы 2006 года — муниципальное образование «городской округ Щербинка Московской области»/«город Щербинка Московской области»; с 1 июля 2012 года — внутригородское муниципальное образование города Москвы городской округ Щербинка), и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 1749.","Утверждён 20 октября 2004 года, как флаг муниципального образования «Город Щербинка» Московской области (после муниципальной реформы 2006 года — муниципальное образование «городской округ Щербинка Московской области»/«город Щербинка Московской области»; с 1 июля 2012 года — внутригородское муниципальное образование города Москвы городской округ Щербинка), и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 1749.",0,0,0,0,1,0
"Шидэбала (монг. Шидэбал; 23 февраля 1303 — 4 сентября 1323) — пятый император династии ¥ (китайское храмовое имя — Ин-цзун; кит. трад. 元英宗); девиз правления — Чжичжи (1321—1323), девятый каган Монгольской империи (монгольское храмовое имя — Гэгэн-хаган; монг.","Шидэбала (монг. Шидэбал; 23 февраля 1303 — 4 сентября 1323) — пятый император династии Юань (китайское храмовое имя — Ин-цзун; кит. трад. 元英宗); девиз правления — Чжичжи (1321—1323), девятый каган Монгольской империи (монгольское храмовое имя — Гэгэн-хаган; монг.",0,0,0,0,1,0
"Флаг утверждён 4 февраля 2000 года как флаг муниципального образования «Вилегодский район» (после муниципальной реформы 2006 года — муниципальное образование «Вилегодский муниципальный район») и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 704.","Флаг утверждён 4 февраля 2000 года как флаг муниципального образования «Вилегодский район» (после муниципальной реформы 2006 года — муниципальное образование «Вилегодский муниципальный район») и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 704.",0,0,0,0,1,0
"Процентный своп (англ. interest rate swap, IRS) — производный финансовый инструмент в форме соглашения между двумя сторонами о том, что в определенную дату одна сторона заплатит второй стороне фиксированный % на определенную сумму и получит платёж на сумму % по плавающей ставке (например, по ставке LIBOR) от второй стороны.","Процентный своп (англ. interest rate swap, IRS) — производный финансовый инструмент в форме соглашения между двумя сторонами о том, что в определенную дату одна сторона заплатит второй стороне фиксированный процент на определенную сумму и получит платёж на сумму процента по плавающей ставке (например, по ставке LIBOR) от второй стороны.",0,0,0,0,2,0
"Капитал и % (нем. Kapital und Kapitalzins) — фундаментальное двухтомное произведение австрийского экономиста О. Бём-Баверка.","Капитал и процент (нем. Kapital und Kapitalzins) — фундаментальное двухтомное произведение австрийского экономиста О. Бём-Баверка.",0,0,0,0,1,0
"«О женских клятвах» — условное название стихотворения римского поэта Гая Валерия Катулла, включённого в состав посмертного сборника («Книги Катулла Веронского») под № 70.","«О женских клятвах» — условное название стихотворения римского поэта Гая Валерия Катулла, включённого в состав посмертного сборника («Книги Катулла Веронского») под номером 70.",0,0,0,0,1,0
"Бюджет картины составил 57 миллионов $ и, по мнению компании Warner Brothers, не окупился.","Бюджет картины составил 57 миллионов долларов и, по мнению компании Warner Brothers, не окупился.",0,0,0,0,1,0
"Мальтийский фунт (англ. pound, мальт. lira) — ¤ Мальты с 1949 по 1983 год.","Мальтийский фунт (англ. pound, мальт. lira) — денежная единица Мальты с 1949 по 1983 год.",0,0,0,0,0,1
"Копе́йка (устаревшая форма копейная денга) — разменная монета России, Приднестровья, Белоруссии (1⁄100 ₽), Украины (1⁄100 ₴).","Копе́йка (устаревшая форма копейная денга) — разменная монета России, Приднестровья, Белоруссии (1⁄100 рубля), Украины (1⁄100 гривны).",0,0,0,0,2,0
"Мечеть включена в список местных памятников, подлежащих охране, по постановлению Кабинета Министров Азербайджанской Республики от 2 августа 2001 года, № 132.","Мечеть включена в список местных памятников, подлежащих охране, по постановлению Кабинета Министров Азербайджанской Республики от 2 августа 2001 года, номер 132.",0,0,0,0,1,0
"Битва при Гуаньду (200) — битва между войсками китайских военачальников Цао Цао и ¥ Шао, произошедшая в 200 году у реки Хуанхэ на землях современного уезда Чжунму провинции Хэнань.","Битва при Гуаньду (200) — битва между войсками китайских военачальников Цао Цао и Юань Шао, произошедшая в 200 году у реки Хуанхэ на землях современного уезда Чжунму провинции Хэнань.",0,0,0,0,1,0
"По состоянию на 1 января 2018 года, общие активы Идея банка составляли 4,3 миллиарда ₴, по их размерам он занимает 31 место среди всех 82 банков в Украине.","По состоянию на 1 января 2018 года, общие активы Идея банка составляли 4,3 миллиарда гривен, по их размерам он занимает 31 место среди всех 82 банков в Украине.",0,0,0,0,1,0
"Чистая прибыль Идея Банка в 2017 году составила 148 500 000 ₴, что в 2,7 раза > прибыли в предыдущем году (53300000 грн в 2016).","Чистая прибыль Идея Банка в 2017 году составила 148 500 000 гривен, что в 2,7 раза больше прибыли в предыдущем году (53300000 грн в 2016).",0,1,0,0,1,0
"В начале 1990-х стоимость всего проекта за 16 лет оценивалась в 18,3 миллиардов $ США (что соответствует 32,6 миллиардам $ в ценах 2012 года).","В начале 1990-х стоимость всего проекта за 16 лет оценивалась в 18,3 миллиардов долларов США (что соответствует 32,6 миллиардам долларов в ценах 2012 года).",0,0,0,0,2,0
"Экономический ущерб оценивается в 1,2 миллиона $.","Экономический ущерб оценивается в 1,2 миллиона долларов.",0,0,0,0,1,0
"Кубок был приобретён Британским музеем за 270 тыс. £.","Кубок был приобретён Британским музеем за 270 тыс. фунтов стерлингов.",0,0,0,0,0,1
"Флаг утверждён 23 декабря 2011 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 7502.","Флаг утверждён 23 декабря 2011 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 7502.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Истоки федерации исходят от NWA-аффилированной компании Jim Crockett Promotions, владелец которой, Джим Крокетт скупивший ряд региональных рестлинг-промоушенов и насобирав долг в более чем десять миллионов $, продал активы своей компании Теду Тёрнеру, владельцу Turner Broadcasting System.","Истоки федерации исходят от NWA-аффилированной компании Jim Crockett Promotions, владелец которой, Джим Крокетт скупивший ряд региональных рестлинг-промоушенов и насобирав долг в более чем десять миллионов долларов, продал активы своей компании Теду Тёрнеру, владельцу Turner Broadcasting System.",0,0,0,0,1,0
"Из всех № особо выделялась тарантелла с кастаньетами, исполняемая героиней.","Из всех номеров особо выделялась тарантелла с кастаньетами, исполняемая героиней.",0,0,0,0,1,0
"Марси ¥ (англ. Marci Ien; род. 29 июля 1969, Торонто) — канадская телеведущая и журналист, политический и государственный деятель.","Марси Йен (англ. Marci Ien; род. 29 июля 1969, Торонто) — канадская телеведущая и журналист, политический и государственный деятель.",0,0,0,0,1,0
