question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"«Форд Филд» был открыт в апреле 2002 года, а цена строительства составила 430 млн $ США и финансировался в основном из общественных денег и денег, полученных от продажи прав на название.","«Форд Филд» был открыт в апреле 2002 года, а цена строительства составила 430 млн долларов США и финансировался в основном из общественных денег и денег, полученных от продажи прав на название.",0,0,0,0,1,0
"Флаг утверждён 27 мая 2011 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 6905.","Флаг утверждён 27 мая 2011 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 6905.",0,0,0,0,1,0
"В 2018 году бренд Mercedes-Benz оценивался в 48,601 млрд $, удерживая второе место (после Toyota) среди компаний-производителей автомобилей и восьмое место среди всех брендов мира.","В 2018 году бренд Mercedes-Benz оценивался в 48,601 млрд долларов, удерживая второе место (после Toyota) среди компаний-производителей автомобилей и восьмое место среди всех брендов мира.",0,0,0,0,1,0
"В январе 2023 года бренд Mercedes-Benz по оценке Brand Finance среди автобрендов занял второе место, оцениваясь в 58,8 млрд $, уступив первое место бренду Tesla.","В январе 2023 года бренд Mercedes-Benz по оценке Brand Finance среди автобрендов занял второе место, оцениваясь в 58,8 млрд долларов, уступив первое место бренду Tesla.",0,0,0,0,1,0
"Флаг утверждён 19 февраля 2009 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 4766.","Флаг утверждён 19 февраля 2009 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 4766.",0,0,0,0,1,0
"Обозначения Флемстида подобны обозначениям Байера, однако вместо греческих букв используются №.","Обозначения Флемстида подобны обозначениям Байера, однако вместо греческих букв используются номера.",0,0,0,0,1,0
"поддиапазонах «Б» и «В» – только на ФЧ, имеющих нечётные №.","поддиапазонах «Б» и «В» – только на ФЧ, имеющих нечётные номера.",0,0,0,0,1,0
"Флаг утверждён 14 ноября 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 4513.","Флаг утверждён 14 ноября 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 4513.",0,0,0,0,1,0
"Учреждена в 1959 году в размере 15 000 ₽ (после денежной реформы 1961 года — 1500 ₽).","Учреждена в 1959 году в размере 15 000 рублей (после денежной реформы 1961 года — 1500 рублей).",0,0,0,0,2,0
"Ганский фунт (англ. Ghanaian pound) — ¤ Ганы в 1958—1965 годах.","Ганский фунт (англ. Ghanaian pound) — денежная единица Ганы в 1958—1965 годах.",0,0,0,0,0,1
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Состоялась публикация первой и второй части романа «Белая гвардия» — в двух № ежемесячного общественно-литературного журнала «Россия» за 1925 год, третья часть тогда так и не вышла по причине закрытия журнала.","Состоялась публикация первой и второй части романа «Белая гвардия» — в двух номерах ежемесячного общественно-литературного журнала «Россия» за 1925 год, третья часть тогда так и не вышла по причине закрытия журнала.",0,0,0,0,1,0
"В FEMA насчитывается около 22,991 работников (сентябрь 2023), бюджет подразделения 29,5 млрд $ США (2023).","В FEMA насчитывается около 22,991 работников (сентябрь 2023), бюджет подразделения 29,5 млрд долларов США (2023).",0,0,0,0,1,0
"Гостиница основана в 1890 году под названием «Столичные №».","Гостиница основана в 1890 году под названием «Столичные номера».",0,0,0,0,1,0
"Общая стоимость судна предполагалась в 700 миллионов канадских $.","Общая стоимость судна предполагалась в 700 миллионов канадских долларов.",0,0,0,0,1,0
"Первый № газеты вышел 15 марта 1864 года.","Первый номер газеты вышел 15 марта 1864 года.",0,0,0,0,1,0
"83-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 83 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 97-м меридианом западной долготы.","83-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 83 градуса к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Россию, Казахстан, Китай, Индию, Индийский океан, Южный океан к Южному полюсу и образующая ортодромию с 97-м меридианом западной долготы.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Флаг утверждён 18 декабря 2006 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 3390.","Флаг утверждён 18 декабря 2006 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 3390.",0,0,0,0,1,0
"30-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 30 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Восточную Европу, Турцию, Африку, юго-западную часть Индийского океана, Антарктический океан к Южному полюсу и образующая ортодромию со 150-м меридианом западной долготы.","30-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 30 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Восточную Европу, Турцию, Африку, юго-западную часть Индийского океана, Антарктический океан к Южному полюсу и образующая ортодромию со 150-м меридианом западной долготы.",0,0,0,0,1,0
"В последние годы существования империи Хань город стал оплотом ¥ Шао.","В последние годы существования империи Хань город стал оплотом Юань Шао.",0,0,0,0,1,0
"На круговом турнире в Портороже в 2001 году был посеян под 3-м №, но набрал пол-очка из 9 партий.","На круговом турнире в Портороже в 2001 году был посеян под 3-м номером, но набрал пол-очка из 9 партий.",0,0,0,0,1,0
