question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"По словам Женевьев де Фонтенэ, бывшей главы комитета «Мисс Франция», Софи лидировала по народному голосованию, но в конце другая финалистка, Рашель Легрен-Трапани, победила при голосовании жюри, по которому засчитываются две трети финального счета, набрав на 1 голос >.","По словам Женевьев де Фонтенэ, бывшей главы комитета «Мисс Франция», Софи лидировала по народному голосованию, но в конце другая финалистка, Рашель Легрен-Трапани, победила при голосовании жюри, по которому засчитываются две трети финального счета, набрав на 1 голос больше.",0,1,0,0,0,0
"Хотя партия > не существовала, её бывшие члены продолжали сотрудничать с гестапо и Службой безопасности (СД).","Хотя партия больше не существовала, её бывшие члены продолжали сотрудничать с гестапо и Службой безопасности (СД).",0,1,0,0,0,0
"Лати́нский квадра́т n-го порядка — таблица L=(lij) размеров n × n, заполненная n элементами множества M таким образом, что в каждой строке и в каждом столбце таблицы каждый элемент из M встречается в точности один раз.","Лати́нский квадра́т n-го порядка — таблица L=(lij) размеров n умножить на n, заполненная n элементами множества M таким образом, что в каждой строке и в каждом столбце таблицы каждый элемент из M встречается в точности один раз.",0,0,1,0,0,0
"Наряду с «Бессмертным полком» ∃ близкое по названию и целям движение «Бессмертный полк России», стремящееся усилить государственно-идеологическую направленность мероприятий.","Наряду с «Бессмертным полком» существует близкое по названию и целям движение «Бессмертный полк России», стремящееся усилить государственно-идеологическую направленность мероприятий.",0,1,0,0,0,0
"При мавзолее с 1925 года ∃ лаборатория по сохранению тела Ленина, в ней были забальзамированы тела нескольких известных политиков разных стран.","При мавзолее с 1925 года существует лаборатория по сохранению тела Ленина, в ней были забальзамированы тела нескольких известных политиков разных стран.",0,1,0,0,0,0
"Набрал большинство голосов избирателей на трёх выборах подряд (в 1884, 1888 и 1892 годах), но во второй раз из-за особенностей американской избирательной системы в Коллегии выборщиков > голосов получил Бенджамин Гаррисон.","Набрал большинство голосов избирателей на трёх выборах подряд (в 1884, 1888 и 1892 годах), но во второй раз из-за особенностей американской избирательной системы в Коллегии выборщиков больше голосов получил Бенджамин Гаррисон.",0,1,0,0,0,0
"Краснода́рское вы́сшее вое́нное ордено́в Жу́кова и Октя́брьской Револю́ции Краснознамённое учи́лище имени генера́ла а́рмии С. М. Штеме́нко готовит военных специалистов по защите информации ∀ видов и родов войск Вооруженных Сил Российской Федерации.","Краснода́рское вы́сшее вое́нное ордено́в Жу́кова и Октя́брьской Револю́ции Краснознамённое учи́лище имени генера́ла а́рмии С. М. Штеме́нко готовит военных специалистов по защите информации для всех видов и родов войск Вооруженных Сил Российской Федерации.",0,0,0,1,0,0
"В центре ∃ сцена для концертов и представлений, библиотека, лекционная аудитория и конференц-зал.","В центре существует сцена для концертов и представлений, библиотека, лекционная аудитория и конференц-зал.",0,1,0,0,0,0
"Пьеваловац (серб. Пjеваловац, хорв. Pjevalovac) — населенный пункт (деревня) в общине Дервента, который ∈ энтитету Республике Сербской, Босния и Герцеговина.","Пьеваловац (серб. Пjеваловац, хорв. Pjevalovac) — населенный пункт (деревня) в общине Дервента, который принадлежит энтитету Республике Сербской, Босния и Герцеговина.",0,1,0,0,0,0
"Характерен для растворов коллоидных систем (например, золей металлов, разбавленных латексов, табачного дыма), в которых частицы, размер которых < длины волны, и окружающая их среда различаются по показателю преломления.","Характерен для растворов коллоидных систем (например, золей металлов, разбавленных латексов, табачного дыма), в которых частицы, размер которых меньше длины волны, и окружающая их среда различаются по показателю преломления.",0,1,0,0,0,0
"Летопись ∋ 645 листов и состоит из двух частей.","Летопись содержит 645 листов и состоит из двух частей.",0,1,0,0,0,0
"Метод известен также как циклический метод и ∋ следы математической индукции.","Метод известен также как циклический метод и содержит следы математической индукции.",0,1,0,0,0,0
"Дре́мел (англ. Dremel) (Дремель, Дримель) — ® ручного электро- и пневмо-инструмента и принадлежностей к ним.","Дре́мел (англ. Dremel) (Дремель, Дримель) — торговая марка ручного электро- и пневмо-инструмента и принадлежностей к ним.",0,0,0,1,0,0
"Final Fantasy (яп. ファイナルファンタジー Файнару Фантадзи:, Последняя фантазия) — серия компьютерных игр, созданная геймдизайнером Хиронобу Сакагути, а также ®, основанная на этой серии и принадлежащая японской компании Square Enix (в прошлом Square).","Final Fantasy (яп. ファイナルファンタジー Файнару Фантадзи:, Последняя фантазия) — серия компьютерных игр, созданная геймдизайнером Хиронобу Сакагути, а также торговая марка, основанная на этой серии и принадлежащая японской компании Square Enix (в прошлом Square).",0,0,0,1,0,0
"Генетический мономорфизм — устаревшая гипотеза, согласно которой все гены в живом организме подразделяются на мономорфные (типичные ∀ представителей данного вида) и полиморфные (варьирующие и тем самым предопределяющие внутривидовую изменчивость).","Генетический мономорфизм — устаревшая гипотеза, согласно которой все гены в живом организме подразделяются на мономорфные (типичные для всех представителей данного вида) и полиморфные (варьирующие и тем самым предопределяющие внутривидовую изменчивость).",0,0,0,1,0,0
'Альберт Ли «Эл» Скиннер-младший (англ. Albert Lee "Al" Skinner Jr.; родился 16 июня 1952 года в Маунт-Верноне, Нью-Йорк, США) — американский профессиональный баскетболист и тренер, играл в Американской баскетбольной ассоциации, отыграв два из девяти сезонов её существования, + ещё четыре неполных турнира в Национальной баскетбольной ассоциации.','Альберт Ли «Эл» Скиннер-младший (англ. Albert Lee "Al" Skinner Jr.; родился 16 июня 1952 года в Маунт-Верноне, Нью-Йорк, США) — американский профессиональный баскетболист и тренер, играл в Американской баскетбольной ассоциации, отыграв два из девяти сезонов её существования, плюс ещё четыре неполных турнира в Национальной баскетбольной ассоциации.',0,1,0,0,0,0
"Назван в честь святого Петра — небесного покровителя царя-основателя, но со временем стал всё > ассоциироваться с именем самого Петра I. Город исторически и культурно связан с рождением Российской империи и вхождением России в современную историю в роли европейской великой державы.","Назван в честь святого Петра — небесного покровителя царя-основателя, но со временем стал всё больше ассоциироваться с именем самого Петра I. Город исторически и культурно связан с рождением Российской империи и вхождением России в современную историю в роли европейской великой державы.",0,1,0,0,0,0
"Список ∋ названия и прочие сведения о всесоюзных (центральных) газетах СССР, то есть о тех газетах, которые издавались общесоюзными организациями и территорией распространения которых был не отдельный регион (республика, область и т. п.), а весь Советский Союз.","Список содержит названия и прочие сведения о всесоюзных (центральных) газетах СССР, то есть о тех газетах, которые издавались общесоюзными организациями и территорией распространения которых был не отдельный регион (республика, область и т. п.), а весь Советский Союз.",0,1,0,0,0,0
"Список потерянных Μ-8 всех модификаций (включая Μ-9, -14, -17, -18, -19, -171 и -172) составлен по данным из открытых источников и учитывает только авиационные происшествия или воздействие внешних сил, приведшие к утрате вертолёта или его списанию вследствие полученных повреждений.","Список потерянных Ми-8 всех модификаций (включая Ми-9, -14, -17, -18, -19, -171 и -172) составлен по данным из открытых источников и учитывает только авиационные происшествия или воздействие внешних сил, приведшие к утрате вертолёта или его списанию вследствие полученных повреждений.",0,2,0,0,0,0
"История с тремя братьями, один из которых становится царем, ∃ в эпосе многих народов.","История с тремя братьями, один из которых становится царем, существует в эпосе многих народов.",0,1,0,0,0,0
"Михаил Васильевич Казанцев (род. 30 июля 1927, Грозный, Северо-Кавказский край) — советский спринтер, двукратный чемпион СССР в эстафетном беге 4×100 метров в 1951 и 1952 годах, участник летних Олимпийских игр 1952 года в Хельсинки.","Михаил Васильевич Казанцев (род. 30 июля 1927, Грозный, Северо-Кавказский край) — советский спринтер, двукратный чемпион СССР в эстафетном беге 4умножить на100 метров в 1951 и 1952 годах, участник летних Олимпийских игр 1952 года в Хельсинки.",0,0,1,0,0,0
"Представители этого семейства широко распространены по земной поверхности, за исключением всех холодных стран, но большинство их встречается под тропиками, северная граница распространения в Европе почти совпадает с северной границей дуба, в Старом Свете > родов (54), нежели в Новом Свете; семь родов (Мелотрия, Кораллокарпус, Люффа, Огурец, Alsomitra, Cayaponia и Sicyos) встречаются в Старом и Новом Свете.","Представители этого семейства широко распространены по земной поверхности, за исключением всех холодных стран, но большинство их встречается под тропиками, северная граница распространения в Европе почти совпадает с северной границей дуба, в Старом Свете больше родов (54), нежели в Новом Свете; семь родов (Мелотрия, Кораллокарпус, Люффа, Огурец, Alsomitra, Cayaponia и Sicyos) встречаются в Старом и Новом Свете.",0,1,0,0,0,0
"Тафси́р аль-Миза́н, полное название аль-Миза́н φ тафси́р аль-Кура́н («Весы (справедливости) в толковании Корана») — толкование Корана на арабском языке (переведён на персидский), написанное одним из самых известных шиитских улемов XX века Мухаммадом Хусейном ат-Табатабаи (1892 — 15 ноября 1981).","Тафси́р аль-Миза́н, полное название аль-Миза́н фи тафси́р аль-Кура́н («Весы (справедливости) в толковании Корана») — толкование Корана на арабском языке (переведён на персидский), написанное одним из самых известных шиитских улемов XX века Мухаммадом Хусейном ат-Табатабаи (1892 — 15 ноября 1981).",0,1,0,0,0,0
"Татарско-Ходяшевское се́льское поселе́ние (тат. Татар τ иле авыл җирлеге) — муниципальное образование в Пестречинском районе Республики Татарстан.","Татарско-Ходяшевское се́льское поселе́ние (тат. Татар Тау иле авыл җирлеге) — муниципальное образование в Пестречинском районе Республики Татарстан.",0,1,0,0,0,0
"Игристое вино ∋ избыток углекислоты, которая высвобождается при открытии бутылки «выстрелом» пробки и игрой пузырьков на стенках фужера с напитком.","Игристое вино содержит избыток углекислоты, которая высвобождается при открытии бутылки «выстрелом» пробки и игрой пузырьков на стенках фужера с напитком.",0,1,0,0,0,0
"α-аминоадипиновая полуальдегидная синтаза (англ. Alpha-aminoadipic semialdehyde synthase) — фермент, кодируемый геном AASS у людей.","Альфа-аминоадипиновая полуальдегидная синтаза (англ. Alpha-aminoadipic semialdehyde synthase) — фермент, кодируемый геном AASS у людей.",0,1,0,0,0,0
"Первые последователи примкнули к нему в Азии, их число стало гораздо > во время его похода к Евфрату.","Первые последователи примкнули к нему в Азии, их число стало гораздо больше во время его похода к Евфрату.",0,1,0,0,0,0
"Знаком × отмечены виды, имеющие гибридное происхождение.","Знаком умножить на отмечены виды, имеющие гибридное происхождение.",0,0,1,0,0,0
"По индивидуальным ощущениям гидроневесомость, хотя и приближена к невесомости, от неё всё же отличается, поскольку, несмотря на нулевой общий вес, воздействует лишь на поверхность тела, а внутренние органы всё = испытывают воздействие гравитации.","По индивидуальным ощущениям гидроневесомость, хотя и приближена к невесомости, от неё всё же отличается, поскольку, несмотря на нулевой общий вес, воздействует лишь на поверхность тела, а внутренние органы всё равно испытывают воздействие гравитации.",0,1,0,0,0,0
"∪ независимых художников (латыш. Neatkarīgo mākslinieku vienība) — латвийская профессиональная общественная организация, одно из первых творческих объединений, возникших после провозглашения независимости Латвии.","Объединение независимых художников (латыш. Neatkarīgo mākslinieku vienība) — латвийская профессиональная общественная организация, одно из первых творческих объединений, возникших после провозглашения независимости Латвии.",0,1,0,0,0,0
"Часто концевой выключатель ∋ две пары контактов, нормально разомкнутые и нормально замкнутые.","Часто концевой выключатель содержит две пары контактов, нормально разомкнутые и нормально замкнутые.",0,1,0,0,0,0
"Сперджен 38 лет был пастором церкви «New Park Street Chapel» (рус. «Часовня на улице Нью Парк», позже «Metropolitan Tabernacle» (рус. «Метрополитанская скиния»)) в Лондоне, крупнейшей баптистской церкви в Англии . Он был участником нескольких конфликтов с Баптистским союзом Великобритании и позже покинул это ∪ по причине расхождения в убеждениях.","Сперджен 38 лет был пастором церкви «New Park Street Chapel» (рус. «Часовня на улице Нью Парк», позже «Metropolitan Tabernacle» (рус. «Метрополитанская скиния»)) в Лондоне, крупнейшей баптистской церкви в Англии . Он был участником нескольких конфликтов с Баптистским союзом Великобритании и позже покинул это объединение по причине расхождения в убеждениях.",0,1,0,0,0,0
