question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Другой, не менее масштабный проект «Гипериона» — 37 дисков с песнями Франца Шуберта (1987—2000), грандиозный труд пианиста Грэма Джонсона с участием таких певцов, как Фелисити Лотт, Энн Мюррей, Дженет Бейкер, ¥ Бостридж, Энтони Рольф Джонсон, Петер Шрайер.","Другой, не менее масштабный проект «Гипериона» — 37 дисков с песнями Франца Шуберта (1987—2000), грандиозный труд пианиста Грэма Джонсона с участием таких певцов, как Фелисити Лотт, Энн Мюррей, Дженет Бейкер, Йен Бостридж, Энтони Рольф Джонсон, Петер Шрайер.",0,0,0,0,1,0
"Рибеский договор (дат. Ribe-brevet abbr The Ribe letter; нем. Vertrag von Ripen) — прокламация, сделанная в 1460 году в Рибе королем Дании Кристианом I ряду голштинской знати, позволившая ему стать графом Гольштейна и получить контроль над герцогством Шлезвиг.","Рибеский договор (дат. Ribe-brevet meaning The Ribe letter; нем. Vertrag von Ripen) — прокламация, сделанная в 1460 году в Рибе королем Дании Кристианом I ряду голштинской знати, позволившая ему стать графом Гольштейна и получить контроль над герцогством Шлезвиг.",0,0,0,0,0,1
"Альбом дебютировал под № 14 в чарте Billboard 200, заняв самую высокую позицию со времён альбома Promised Land 1994 года, который занял 3 строчку.","Альбом дебютировал под номером 14 в чарте Billboard 200, заняв самую высокую позицию со времён альбома Promised Land 1994 года, который занял 3 строчку.",0,0,0,0,1,0
"Марк Джеймс (англ. Mark James; 29 ноября 1940, Хьюстон — 8 июня 2024, Нашвилл) ― американский автор песен, который написал хиты для певцов Би Джей Томаса, Бренды Ли и Элвиса Пресли, включая «Suspicious Minds», ставший хитом № один в США.","Марк Джеймс (англ. Mark James; 29 ноября 1940, Хьюстон — 8 июня 2024, Нашвилл) ― американский автор песен, который написал хиты для певцов Би Джей Томаса, Бренды Ли и Элвиса Пресли, включая «Suspicious Minds», ставший хитом номер один в США.",0,0,0,0,1,0
"Карбо́ванец (укр. Карбо́ванець) — ¤ Украинской державы и Украинской Народной Республики в 1918—1920, Рейхскомиссариата Украина в 1942—1944, Украины в 1992—1996 годах.","Карбо́ванец (укр. Карбо́ванець) — денежная единица Украинской державы и Украинской Народной Республики в 1918—1920, Рейхскомиссариата Украина в 1942—1944, Украины в 1992—1996 годах.",0,0,0,0,0,1
"Профессор в Лейпциге, потом в ¥.","Профессор в Лейпциге, потом в Йене.",0,0,0,0,1,0
"Эйхштедт мастерски владел латинским языком, как это видно из его речи о Гёте: «Oratio Goethii memoriae dicata» (¥, 1832).","Эйхштедт мастерски владел латинским языком, как это видно из его речи о Гёте: «Oratio Goethii memoriae dicata» (Йена, 1832).",0,0,0,0,1,0
"Исламское финансирование — это деятельность без взимания и выплаты % (незаконного роста риба), опирающаяся на правовые, нравственные и социальные нормы ислама.","Исламское финансирование — это деятельность без взимания и выплаты процентов (незаконного роста риба), опирающаяся на правовые, нравственные и социальные нормы ислама.",0,0,0,0,1,0
"Сенат, как и легислатура штата, был создан § VI Конституции Юты со вступлением территории Юта в США в качестве штата в 1896 году.","Сенат, как и легислатура штата, был создан параграфом VI Конституции Юты со вступлением территории Юта в США в качестве штата в 1896 году.",0,0,0,0,1,0
"Ниже приведён список символов Международного фонетического алфавита по №, включая устаревшие и нестандартные.","Ниже приведён список символов Международного фонетического алфавита по номеру, включая устаревшие и нестандартные.",0,0,0,0,1,0
"Гостиница Дре́йцера — историческое здание конца XIX века в Минске, памятник архитектуры (№ 711Е000001).","Гостиница Дре́йцера — историческое здание конца XIX века в Минске, памятник архитектуры (номер 711Е000001).",0,0,0,0,1,0
"Украинская вышиванка — памятная нейзильберовая монета номиналом 5 ₴, выпущенная Национальным банком Украины.","Украинская вышиванка — памятная нейзильберовая монета номиналом 5 гривен, выпущенная Национальным банком Украины.",0,0,0,0,1,0
"В 2020 году Netflix вложила в студию > 1 миллиарда $ для производства контента и расширения территории.","В 2020 году Netflix вложила в студию больше 1 миллиарда долларов для производства контента и расширения территории.",0,1,0,0,1,0
"По кассовым сборам фильм оказался неутешительным по сравнению с другими фильмами Диснея, выпущенными в 1990-х годах, собрав 169 млн $ при производственном бюджете в 100 млн $.","По кассовым сборам фильм оказался неутешительным по сравнению с другими фильмами Диснея, выпущенными в 1990-х годах, собрав 169 млн долларов при производственном бюджете в 100 млн долларов.",0,0,0,0,2,0
"Карьерный путь начал с участия в КВН в командах «Запорожье — Кривой Рог — Транзит», «Сборная Кривого Рога» и «95-й квартал», в последней из которых Владимир Зеленский был капитаном, актёром и автором большинства №.","Карьерный путь начал с участия в КВН в командах «Запорожье — Кривой Рог — Транзит», «Сборная Кривого Рога» и «95-й квартал», в последней из которых Владимир Зеленский был капитаном, актёром и автором большинства номеров.",0,0,0,0,1,0
"«A Picture is Worth a 1,000 Bucks» (рус. «Лучше один раз увидеть, чем 1000 $») — одиннадцатая серия второго сезона мультсериала «Гриффины».","«A Picture is Worth a 1,000 Bucks» (рус. «Лучше один раз увидеть, чем 1000 долларов») — одиннадцатая серия второго сезона мультсериала «Гриффины».",0,0,0,0,1,0
"В 1840—1878 годах в Южном и Северном пакгаузах ∀ желающих, внёсших годовую плату в три ₽, работала Рисовальная школа (Школа рисования Общества поощрения художников «на Бирже»).","В 1840—1878 годах в Южном и Северном пакгаузах для всех желающих, внёсших годовую плату в три рубля, работала Рисовальная школа (Школа рисования Общества поощрения художников «на Бирже»).",0,0,0,1,1,0
"Своим названием город обязан крупнейшему в мире после аналогичного в ЮАР месторождению хромитовой (содержащей хром) руды, однако в хромтауской руде больший % хрома, нежели в месторождениях ЮАР.","Своим названием город обязан крупнейшему в мире после аналогичного в ЮАР месторождению хромитовой (содержащей хром) руды, однако в хромтауской руде больший процент хрома, нежели в месторождениях ЮАР.",0,0,0,0,1,0
"Премия вручается с 1993 года и сопровождается денежным вознаграждением размером в 5000 $ США.","Премия вручается с 1993 года и сопровождается денежным вознаграждением размером в 5000 долларов США.",0,0,0,0,1,0
"Райн Ховард (англ. Rhyne Howard; родилась 29 апреля 2000 года в Чаттануге, штат Теннесси, США) — американская профессиональная баскетболистка, выступает в женской национальной баскетбольной ассоциации за клуб «Атланта Дрим», которым и была выбрана на драфте ВНБА 2022 года в первом раунде под общим первым №.","Райн Ховард (англ. Rhyne Howard; родилась 29 апреля 2000 года в Чаттануге, штат Теннесси, США) — американская профессиональная баскетболистка, выступает в женской национальной баскетбольной ассоциации за клуб «Атланта Дрим», которым и была выбрана на драфте ВНБА 2022 года в первом раунде под общим первым номером.",0,0,0,0,1,0
"При названии атомного крейсера «Юрий Андропов» носил бортовой № 183, но 22 апреля 1992 года получил название «Пётр Великий», бортовой № — 099 получил в 1998 году после ходовых испытаний и ввода в эксплуатацию.","При названии атомного крейсера «Юрий Андропов» носил бортовой номер 183, но 22 апреля 1992 года получил название «Пётр Великий», бортовой номер — 099 получил в 1998 году после ходовых испытаний и ввода в эксплуатацию.",0,0,0,0,2,0
"Федера́льная автомоби́льная доро́га Р256 «Чу́йский тракт» (до 1 января 2018 года также применялся № М52) — автомобильная дорога федерального значения Новосибирск — Бийск — Горно-Алтайск — государственная граница с Монголией.","Федера́льная автомоби́льная доро́га Р256 «Чу́йский тракт» (до 1 января 2018 года также применялся номер М52) — автомобильная дорога федерального значения Новосибирск — Бийск — Горно-Алтайск — государственная граница с Монголией.",0,0,0,0,1,0
"На́трий-22 — радиоактивный изотоп химического элемента натрия с атомным № 11 и массовым числом 22.","На́трий-22 — радиоактивный изотоп химического элемента натрия с атомным номером 11 и массовым числом 22.",0,0,0,0,1,0
"В 2018 году бренд Mercedes-Benz оценивался в 48,601 млрд $, удерживая второе место (после Toyota) среди компаний-производителей автомобилей и восьмое место среди всех брендов мира.","В 2018 году бренд Mercedes-Benz оценивался в 48,601 млрд долларов, удерживая второе место (после Toyota) среди компаний-производителей автомобилей и восьмое место среди всех брендов мира.",0,0,0,0,1,0
"В январе 2023 года бренд Mercedes-Benz по оценке Brand Finance среди автобрендов занял второе место, оцениваясь в 58,8 млрд $, уступив первое место бренду Tesla.","В январе 2023 года бренд Mercedes-Benz по оценке Brand Finance среди автобрендов занял второе место, оцениваясь в 58,8 млрд долларов, уступив первое место бренду Tesla.",0,0,0,0,1,0
"Является одной из самых высокооплачиваемых певиц в странах бывшего СССР — в 2008 году задекларировала наибольший на Украине доход, который значительно превышал 500 млн ₴ (около 62 млн долл.).","Является одной из самых высокооплачиваемых певиц в странах бывшего СССР — в 2008 году задекларировала наибольший на Украине доход, который значительно превышал 500 млн гривен (около 62 млн долл.).",0,0,0,0,1,0
