question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Стопичи (серб. Стопићи, босн. Stopići) — населенный пункт (деревня) в общине Чайниче, который ∈ энтитету Республике Сербской, Босния и Герцеговина.","Стопичи (серб. Стопићи, босн. Stopići) — населенный пункт (деревня) в общине Чайниче, который принадлежит энтитету Республике Сербской, Босния и Герцеговина.",0,1,0,0,0,0
"Калуджерово находится у государственной границы с Румынией, близ него построен одноимённый пограничный переход, ∩ границы в этом месте имеет сравнительно небольшой трафик, т.к основной поток движения с Румынией, проходит через пограничный переход Ватин неподалёку от города Вршац.","Калуджерово находится у государственной границы с Румынией, близ него построен одноимённый пограничный переход, пересечение границы в этом месте имеет сравнительно небольшой трафик, т.к основной поток движения с Румынией, проходит через пограничный переход Ватин неподалёку от города Вршац.",0,1,0,0,0,0
"Общество изучения русской усадьбы (ОИРУ) — российское незарегистрированное историко-просветительское ∪ краеведов-любителей и профессиональных искусствоведов, занимающихся изучением, описанием и пропагандой культуры старинной российской усадьбы (в том числе городской).","Общество изучения русской усадьбы (ОИРУ) — российское незарегистрированное историко-просветительское объединение краеведов-любителей и профессиональных искусствоведов, занимающихся изучением, описанием и пропагандой культуры старинной российской усадьбы (в том числе городской).",0,1,0,0,0,0
"Входит в ∪ «Укрэлектрокабель», объединяющее производителей кабельно-проводниковой продукции Украины.","Входит в объединение «Укрэлектрокабель», объединяющее производителей кабельно-проводниковой продукции Украины.",0,1,0,0,0,0
"Главная миссия библиотеки — собрать как можно > произведений от современных отечественных авторов и от тех, кто имеет какое-либо отношение к республике.","Главная миссия библиотеки — собрать как можно больше произведений от современных отечественных авторов и от тех, кто имеет какое-либо отношение к республике.",0,1,0,0,0,0
"Буковица-Велика (серб. Буковица Велика или Велика Буковица) — населённый пункт (посёлок) в общине Добой, который ∈ энтитету Республике Сербской, Босния и Герцеговина.","Буковица-Велика (серб. Буковица Велика или Велика Буковица) — населённый пункт (посёлок) в общине Добой, который принадлежит энтитету Республике Сербской, Босния и Герцеговина.",0,1,0,0,0,0
"ДП-3Б — бортовой измеритель экспозиционной мощности дозы Γ-излучения (рентгенметр) в диапазоне от 0,1 до 500 рентген в час.","ДП-3Б — бортовой измеритель экспозиционной мощности дозы гамма-излучения (рентгенметр) в диапазоне от 0,1 до 500 рентген в час.",0,1,0,0,0,0
"Уже 12 марта 1797 года, то есть < чем через год по его прибытие в ссылку, пришёл указ «о всемилостивейшем освобождении подпавших под наказание, заточение и ссылку поляков», а 14 марта Дубравский уже выехал из места ссылки.","Уже 12 марта 1797 года, то есть меньше чем через год по его прибытие в ссылку, пришёл указ «о всемилостивейшем освобождении подпавших под наказание, заточение и ссылку поляков», а 14 марта Дубравский уже выехал из места ссылки.",0,1,0,0,0,0
"∃ ещё род Мавриных, более позднего происхождения.","Существует ещё род Мавриных, более позднего происхождения.",0,1,0,0,0,0
"Таба́к Санде́р, или Табак госпожи́ Сандер, часто неправильно Табак Санде́ра (лат. Nicotiana ×sanderae) — вид декоративных травянистых растений из рода Табак семейства Паслёновые (Solanaceae), широко распространен в культуре как декоративное растение наряду с Табаком крылатым (лат. Nicotiana alata).","Таба́к Санде́р, или Табак госпожи́ Сандер, часто неправильно Табак Санде́ра (лат. Nicotiana умножить наsanderae) — вид декоративных травянистых растений из рода Табак семейства Паслёновые (Solanaceae), широко распространен в культуре как декоративное растение наряду с Табаком крылатым (лат. Nicotiana alata).",0,0,1,0,0,0
"Nicotiana ×sanderae = [Nicotiana alata × Nicotiana forgetiana].","Nicotiana умножить наsanderae = [Nicotiana alata умножить на Nicotiana forgetiana].",0,0,1,0,0,0
"Резьбово́е соедине́ние M39×1 — резьбовое соединение объектива и фотоаппарата с диаметром резьбы 39 мм и шагом резьбы 1 мм.","Резьбово́е соедине́ние M39умножить на1 — резьбовое соединение объектива и фотоаппарата с диаметром резьбы 39 мм и шагом резьбы 1 мм.",0,0,1,0,0,0
"Присоединительная резьба фотоаппаратов «Leica» была с дюймовым шагом — 26 витков на дюйм (M39×26tpi), что в пересчёте в метрическую систему составляло 0,9769 мм.","Присоединительная резьба фотоаппаратов «Leica» была с дюймовым шагом — 26 витков на дюйм (M39умножить на26tpi), что в пересчёте в метрическую систему составляло 0,9769 мм.",0,0,1,0,0,0
"6,5×54 мм Манлихер-Шёнауэр — греческий винтовочный патрон.","6,5умножить на54 мм Манлихер-Шёнауэр — греческий винтовочный патрон.",0,0,1,0,0,0
"Также ∃ версия, что название произошло от старославянского «угр» — крутой землистый берег.","Также существует версия, что название произошло от старославянского «угр» — крутой землистый берег.",0,1,0,0,0,0
"Знаком × отмечены виды, имеющие гибридное происхождение.","Знаком умножить на отмечены виды, имеющие гибридное происхождение.",0,0,1,0,0,0
