question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Сумма премии — 2,5 миллиона норвежских крон (что эквивалентно 300 000 € или 500 000 $).","Сумма премии — 2,5 миллиона норвежских крон (что эквивалентно 300 000 евро или 500 000 долларов).",0,0,0,0,2,0
"Памятник культуры Малопольского воеводства: регистрационный № А-826 от 14 апреля 1997 года.","Памятник культуры Малопольского воеводства: регистрационный номер А-826 от 14 апреля 1997 года.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Стоимость проекта, генеральным подрядчиком которого выступила бразильская компания Odebrecht, а поставщиком основного оборудования — австрийская Andritz, составила около 4,5 млрд $ США.","Стоимость проекта, генеральным подрядчиком которого выступила бразильская компания Odebrecht, а поставщиком основного оборудования — австрийская Andritz, составила около 4,5 млрд долларов США.",0,0,0,0,1,0
"Премьера мультфильма состоялась 14 ноября 1998 года, лента собрала в прокате 363 млн $.","Премьера мультфильма состоялась 14 ноября 1998 года, лента собрала в прокате 363 млн долларов.",0,0,0,0,1,0
"Картина в прокате при бюджете в 45 млн $ собрала 1,5 млн.","Картина в прокате при бюджете в 45 млн долларов собрала 1,5 млн.",0,0,0,0,1,0
"Овершеринг (от англ. overshare — чрезмерно много делиться) — стремление человека рассказывать (как о самом себе, так и, например, о своём ребёнке) окружающим излишнюю откровенность (персональные данные, домашний адрес, № мобильного телефона и дому подобное), пренебрегая при этом приватностью.","Овершеринг (от англ. overshare — чрезмерно много делиться) — стремление человека рассказывать (как о самом себе, так и, например, о своём ребёнке) окружающим излишнюю откровенность (персональные данные, домашний адрес, номер мобильного телефона и дому подобное), пренебрегая при этом приватностью.",0,0,0,0,1,0
"Сноска — примечание к тексту, библиографическая справка, перевод, толкование, помещаемые в нижней части полосы книги (подстрочные сноски) или в конце книги под порядковым №.","Сноска — примечание к тексту, библиографическая справка, перевод, толкование, помещаемые в нижней части полосы книги (подстрочные сноски) или в конце книги под порядковым номером.",0,0,0,0,1,0
"159-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 159 ° к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Австралазию, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 21-м меридианом западной долготы.","159-й меридиан восточной долготы — линия долготы, отстоящая от Гринвичского меридиана на 159 градусов к востоку, проходящая от Северного полюса через Северный Ледовитый океан, Азию, Тихий океан, Австралазию, Антарктический океан, Антарктиду к Южному полюсу и образующая ортодромию с 21-м меридианом западной долготы.",0,0,0,0,1,0
"Профессиональная карьера Чинга началась в 2001 году, когда на Супердрафте MLS, он был выбран, под общим 16-м №, командой «Лос-Анджелес Гэлакси», что в свою очередь сделало его первым выпускником университета Гонзаги, а также первым гавайцем, выбранным на драфте MLS.","Профессиональная карьера Чинга началась в 2001 году, когда на Супердрафте MLS, он был выбран, под общим 16-м номером, командой «Лос-Анджелес Гэлакси», что в свою очередь сделало его первым выпускником университета Гонзаги, а также первым гавайцем, выбранным на драфте MLS.",0,0,0,0,1,0
"10 октября 2009 году компания собиралась купить бренд Hummer у американского автоконцерна General Motors за 150 миллионов $.","10 октября 2009 году компания собиралась купить бренд Hummer у американского автоконцерна General Motors за 150 миллионов долларов.",0,0,0,0,1,0
"Суэльдо, боливийский соль (исп. sueldo, sol) — ¤ Боливии с 1826 по 1863 год.","Суэльдо, боливийский соль (исп. sueldo, sol) — денежная единица Боливии с 1826 по 1863 год.",0,0,0,0,0,1
"Конферансье́ (от фр. conférencier — «докладчик») — эстрадный артист, объявляющий концертные № и выступающий в промежутках между ними.","Конферансье́ (от фр. conférencier — «докладчик») — эстрадный артист, объявляющий концертные номера и выступающий в промежутках между ними.",0,0,0,0,1,0
"Уравнение Фишера (также называемое эффектом Фишера и гипотезой Фишера) — уравнение, описывающее связь между темпом инфляции, номинальной и реальной ставками %.","Уравнение Фишера (также называемое эффектом Фишера и гипотезой Фишера) — уравнение, описывающее связь между темпом инфляции, номинальной и реальной ставками процента.",0,0,0,0,1,0
"В настоящее время дирхам — основная или разменная ¤ нескольких арабоговорящих государств:","В настоящее время дирхам — основная или разменная денежная единица нескольких арабоговорящих государств:",0,0,0,0,0,1
"Из-за буйных поситителей «Ивушки», дорогу возле дома № 15 обозвали «пьяным углом».","Из-за буйных поситителей «Ивушки», дорогу возле дома номер 15 обозвали «пьяным углом».",0,0,0,0,1,0
"Модель с 64 Гб накопителя была оценена в 299 $ США, что на 100 $ <, чем у оригинального Oculus Quest.","Модель с 64 Гб накопителя была оценена в 299 долларов США, что на 100 долларов меньше, чем у оригинального Oculus Quest.",0,1,0,0,2,0
"Фунт сте́рлингов (также £ Соединённого Королевства, британский фунт; англ. Pound sterling, Pound, British pound) — ¤ Великобритании, одна из основных резервных валют мира.","Фунт сте́рлингов (также фунт стерлингов Соединённого Королевства, британский фунт; англ. Pound sterling, Pound, British pound) — денежная единица Великобритании, одна из основных резервных валют мира.",0,0,0,0,0,2
"£ также является параллельной валютой коронных земель: Гернси, Джерси и Острова Мэн; и законным средством платежа для британских заморских территорий: Фолклендские острова, Гибралтар, Острова Святой Елены, Вознесения и Тристан-да-Кунья, Южная Георгия и Южные Сандвичевы Острова, Британская Территория в Индийском Океане и Британская антарктическая территория.","фунт стерлингов также является параллельной валютой коронных земель: Гернси, Джерси и Острова Мэн; и законным средством платежа для британских заморских территорий: Фолклендские острова, Гибралтар, Острова Святой Елены, Вознесения и Тристан-да-Кунья, Южная Георгия и Южные Сандвичевы Острова, Британская Территория в Индийском Океане и Британская антарктическая территория.",0,0,0,0,0,1
"В балете адажио — медленная часть танца в сопровождении музыки спокойного темпа (не обязательно адажио в музыкальном смысле), а также самостоятельный, либо являющий собой центральную часть сложной музыкально-хореографической формы (па-де-де, па-де-труа, па д’аксьон, гран па и т. п.), танцевальный № в исполнении одного, двух, либо большего числа солистов.","В балете адажио — медленная часть танца в сопровождении музыки спокойного темпа (не обязательно адажио в музыкальном смысле), а также самостоятельный, либо являющий собой центральную часть сложной музыкально-хореографической формы (па-де-де, па-де-труа, па д’аксьон, гран па и т. п.), танцевальный номер в исполнении одного, двух, либо большего числа солистов.",0,0,0,0,1,0
"Ко́бальт (химический символ — Co, от лат. Cobaltum) — химический элемент 9-й группы (по устаревшей классификации — побочной подгруппы восьмой группы, VIIIB), четвёртого периода периодической системы химических элементов Д. И. Менделеева, с атомным № 27.","Ко́бальт (химический символ — Co, от лат. Cobaltum) — химический элемент 9-й группы (по устаревшей классификации — побочной подгруппы восьмой группы, VIIIB), четвёртого периода периодической системы химических элементов Д. И. Менделеева, с атомным номером 27.",0,0,0,0,1,0
