question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Йенская школа — группа деятелей романтического движения, оформившаяся в 1796 году в университетском городе ¥: братья Август Вильгельм и Фридрих Шлегели, Людвиг Тик, Новалис.","Йенская школа — группа деятелей романтического движения, оформившаяся в 1796 году в университетском городе Йена: братья Август Вильгельм и Фридрих Шлегели, Людвиг Тик, Новалис.",0,0,0,0,1,0
"Плата за вход на территорию парка, которая ранее варьировалась от 5 до 32 € с человека, в 2014 году отменена, а новинкой сезона стал аттракцион под названием «High Voltage».","Плата за вход на территорию парка, которая ранее варьировалась от 5 до 32 евро с человека, в 2014 году отменена, а новинкой сезона стал аттракцион под названием «High Voltage».",0,0,0,0,1,0
"«Четвёртая речь против Филиппа» (др.-греч. κατὰ Φιλίππου D) — речь, приписываемая древнегреческому оратору Демосфену, сохранившаяся в составе «демосфеновского корпуса» под № X.","«Четвёртая речь против Филиппа» (др.-греч. κατὰ Φιλίππου D) — речь, приписываемая древнегреческому оратору Демосфену, сохранившаяся в составе «демосфеновского корпуса» под номером X.",0,0,0,0,1,0
"Сародж Хан (англ. Saroj Khan; 22 ноября 1948, Бомбей — 3 июля 2020, Мумбаи) — индийская хореограф, занимавшаяся постановкой танцевальных № в кино на хинди.","Сародж Хан (англ. Saroj Khan; 22 ноября 1948, Бомбей — 3 июля 2020, Мумбаи) — индийская хореограф, занимавшаяся постановкой танцевальных номеров в кино на хинди.",0,0,0,0,1,0
"Утверждён 23 ноября 2010 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 6545.","Утверждён 23 ноября 2010 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 6545.",0,0,0,0,1,0
"Замби́йская ква́ча (код ISO 4217 — ZMW, символ — K, ZK) — ¤ Республики Замбия.","Замби́йская ква́ча (код ISO 4217 — ZMW, символ — K, ZK) — денежная единица Республики Замбия.",0,0,0,0,0,1
"Рейнгольд Траутман (нем. Reinhold Trautmann; 16 января 1883, Кёнигсберг — 4 октября 1951, ¥) — немецкий языковед, лингвист, русист, переводчик, педагог, профессор (с 1920), политик.","Рейнгольд Траутман (нем. Reinhold Trautmann; 16 января 1883, Кёнигсберг — 4 октября 1951, Йена) — немецкий языковед, лингвист, русист, переводчик, педагог, профессор (с 1920), политик.",0,0,0,0,1,0
"На драфте НХЛ 2019 года был выбран «Лос-Анджелес Кингз» во втором раунде под общим 33-м №.","На драфте НХЛ 2019 года был выбран «Лос-Анджелес Кингз» во втором раунде под общим 33-м номером.",0,0,0,0,1,0
"Космос-30 был помещён в низкую околоземную орбиту с перигеем в 206,6 километров, апогеем в 383,1 километр, с углом наклона плоскости орбиты к плоскости экватора Земли в 64,93 °, и орбитальным периодом в 90,24 минуты.","Космос-30 был помещён в низкую околоземную орбиту с перигеем в 206,6 километров, апогеем в 383,1 километр, с углом наклона плоскости орбиты к плоскости экватора Земли в 64,93 градуса, и орбитальным периодом в 90,24 минуты.",0,0,0,0,1,0
"Флаг утверждён 27 декабря 2007 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 3835.","Флаг утверждён 27 декабря 2007 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 3835.",0,0,0,0,1,0
"По состоянию на начало 2019 года объём находящихся в обращении обеспеченных облигаций по всему миру составлял 2 577 млрд €, в то время как крупнейшими рынками были Дания (406 млрд €), Германия (370 млрд €), Франция (321 млрд €) и Испания (232 млрд €).","По состоянию на начало 2019 года объём находящихся в обращении обеспеченных облигаций по всему миру составлял 2 577 млрд евро, в то время как крупнейшими рынками были Дания (406 млрд евро), Германия (370 млрд евро), Франция (321 млрд евро) и Испания (232 млрд евро).",0,0,0,0,5,0
"Флаг утверждён 30 июня 2009 года и 10 декабря 2009 года внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 5709.","Флаг утверждён 30 июня 2009 года и 10 декабря 2009 года внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 5709.",0,0,0,0,1,0
"Авиакатастрофа Boeing 737 в Эфиопии — катастрофа самолёта Boeing 737-200 авиакомпании «Ethiopian Airlines», бортовой № ET-AJA, выполнявшего рейс из Бахр-Дара в Асмэру в четверг, 15 сентября 1988 года.","Авиакатастрофа Boeing 737 в Эфиопии — катастрофа самолёта Boeing 737-200 авиакомпании «Ethiopian Airlines», бортовой номер ET-AJA, выполнявшего рейс из Бахр-Дара в Асмэру в четверг, 15 сентября 1988 года.",0,0,0,0,1,0
"Игры на выбывание группы I зоны Европа/Африка Кубка Федерации 2011 — вторая стадия высшей группы регионального турнира Кубка Федерации в €-африканской зоне.","Игры на выбывание группы I зоны Европа/Африка Кубка Федерации 2011 — вторая стадия высшей группы регионального турнира Кубка Федерации в евро-африканской зоне.",0,0,0,0,1,0
"Желе́зная Ма́ска (фр. Le Masque de Fer), он же Челове́к в желе́зной ма́ске (фр. L'Homme au Masque de Fer; 1640-е — 19 ноября 1703) — таинственный узник под № 64489001 эпохи короля Людовика XIV, арестованный в 1669 или 1670 году и содержавшийся в ряде французских тюрем, в том числе в Бастилии (с 1698 года) и Пиньероль (ныне Пинероло, Италия).","Желе́зная Ма́ска (фр. Le Masque de Fer), он же Челове́к в желе́зной ма́ске (фр. L'Homme au Masque de Fer; 1640-е — 19 ноября 1703) — таинственный узник под номером 64489001 эпохи короля Людовика XIV, арестованный в 1669 или 1670 году и содержавшийся в ряде французских тюрем, в том числе в Бастилии (с 1698 года) и Пиньероль (ныне Пинероло, Италия).",0,0,0,0,1,0
