question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"∃ организация «Arelerland a Sprooch», поддерживающая люксембургские культуру и язык в Арлоне и ближайших населённых пунктах.","Существует организация «Arelerland a Sprooch», поддерживающая люксембургские культуру и язык в Арлоне и ближайших населённых пунктах.",0,1,0,0,0,0
"С 1920 по 1923 ∃ усатовская волость.","С 1920 по 1923 существует усатовская волость.",0,1,0,0,0,0
"Пуэ́рто-Ри́ко (исп. Puerto Rico — «богатый порт»), официально — Свобо́дно ассоции́рованное госуда́рство Пуэ́рто-Ри́ко (исп. Estado Libre Asociado de Puerto Rico) или Содру́жество Пуэ́рто-Ри́ко (англ. Commonwealth of Puerto Rico) — зависимая от США территория со статусом «неинкорпорированной организованной территории» (находится под управлением США, не являясь их неотъемлемой частью); действие Конституции США на территории ограничено; верховная власть ∈ Конгрессу США, но территория имеет систему самоуправления.","Пуэ́рто-Ри́ко (исп. Puerto Rico — «богатый порт»), официально — Свобо́дно ассоции́рованное госуда́рство Пуэ́рто-Ри́ко (исп. Estado Libre Asociado de Puerto Rico) или Содру́жество Пуэ́рто-Ри́ко (англ. Commonwealth of Puerto Rico) — зависимая от США территория со статусом «неинкорпорированной организованной территории» (находится под управлением США, не являясь их неотъемлемой частью); действие Конституции США на территории ограничено; верховная власть принадлежит Конгрессу США, но территория имеет систему самоуправления.",0,1,0,0,0,0
"Действие Star Wars Jedi: Survivor происходит через пять лет после событий из Star Wars Jedi: Fallen Order, и, ⇒, в том же промежутке, что и сериал «Оби-Ван Кеноби».","Действие Star Wars Jedi: Survivor происходит через пять лет после событий из Star Wars Jedi: Fallen Order, и, следовательно, в том же промежутке, что и сериал «Оби-Ван Кеноби».",0,1,0,0,0,0
"Совместный почтовый выпуск ∋ два почтовых блока, на которых размещено семь различных марок (на американском блоке — четыре разные марки, на японском — семь).","Совместный почтовый выпуск содержит два почтовых блока, на которых размещено семь различных марок (на американском блоке — четыре разные марки, на японском — семь).",0,1,0,0,0,0
"В 1946 году в программу чемпионатов СССР впервые были включены мужская ходьба на 50 км и женская эстафета 4×200 метров.","В 1946 году в программу чемпионатов СССР впервые были включены мужская ходьба на 50 км и женская эстафета 4умножить на200 метров.",0,0,1,0,0,0
"Кавказский фронт — оперативно-стратегическое ∪ войск РККА во время Гражданской войны.","Кавказский фронт — оперативно-стратегическое объединение войск РККА во время Гражданской войны.",0,1,0,0,0,0
"∃ другой способ — «по-московски» — когда колотом пытаются махать как молотом.","Существует другой способ — «по-московски» — когда колотом пытаются махать как молотом.",0,1,0,0,0,0
"UCL состоит из 10 факультетов, в рамках которых ∃ более 100 департаментов, институтов и исследовательских центров.","UCL состоит из 10 факультетов, в рамках которых существует более 100 департаментов, институтов и исследовательских центров.",0,1,0,0,0,0
"Наряду с эффектом Матильды ∃ эффект Матфея, согласно которому выдающийся учёный часто получает > признания, чем сравнительно неизвестный исследователь, даже если они писали работу совместно или их труды схожи.","Наряду с эффектом Матильды существует эффект Матфея, согласно которому выдающийся учёный часто получает больше признания, чем сравнительно неизвестный исследователь, даже если они писали работу совместно или их труды схожи.",0,2,0,0,0,0
"∃ гипотеза, что группа связана с Исламским государством.","Существует гипотеза, что группа связана с Исламским государством.",0,1,0,0,0,0
"ТВ-версия фильма ∋ удалённые сцены с участием Маришки Харгитей.","ТВ-версия фильма содержит удалённые сцены с участием Маришки Харгитей.",0,1,0,0,0,0
"Пата́ла (санскр. पाताळ, IAST: pātāla) — в космологии индуизма один из семи низших миров «подземного неба» (била-сварги), населённых нагами, дайтьями, данавами, якшами и другими божествами, противостоящими богам, живущим на небесах; иногда употребляется как общее название ∀ семи низших миров.","Пата́ла (санскр. पाताळ, IAST: pātāla) — в космологии индуизма один из семи низших миров «подземного неба» (била-сварги), населённых нагами, дайтьями, данавами, якшами и другими божествами, противостоящими богам, живущим на небесах; иногда употребляется как общее название для всех семи низших миров.",0,0,0,1,0,0
"ФГУП «ПО „Октябрь“» (Радиозавод) — советское и российское государственное промышленное производственное ∪, расположенное в г. Каменск-Уральский.","ФГУП «ПО „Октябрь“» (Радиозавод) — советское и российское государственное промышленное производственное объединение, расположенное в г. Каменск-Уральский.",0,1,0,0,0,0
"Международный совет по интегрированной отчетности (МСИО, англ. International Integrated Reporting Council) — ∪ представителей Совета по международным стандартам финансовой отчётности, Комитета по стандартам финансового учёта США, Международной федерации бухгалтеров, международных институтов развития, аудиторских и консалтинговых компаний, экспертных организаций и компаний реального сектора, которые реализуют глобальную инициативу: новый вид отчётности — интегрированный, являющийся практикой реализации концепции устойчивого развития.","Международный совет по интегрированной отчетности (МСИО, англ. International Integrated Reporting Council) — объединение представителей Совета по международным стандартам финансовой отчётности, Комитета по стандартам финансового учёта США, Международной федерации бухгалтеров, международных институтов развития, аудиторских и консалтинговых компаний, экспертных организаций и компаний реального сектора, которые реализуют глобальную инициативу: новый вид отчётности — интегрированный, являющийся практикой реализации концепции устойчивого развития.",0,1,0,0,0,0
"ο Северной Короны (лат. Omicron Coronae Borealis, Omi CrB) — звезда, которая находится в созвездии Северная Корона на расстоянии около 273 световых лет от нас.","Омикрон Северной Короны (лат. Omicron Coronae Borealis, Omi CrB) — звезда, которая находится в созвездии Северная Корона на расстоянии около 273 световых лет от нас.",0,1,0,0,0,0
"Альт-Резе (нем. Alt Rehse) — это деревня в Германии, в земле Мекленбург-Передняя Померания и ∈ к городу Пенцлину.","Альт-Резе (нем. Alt Rehse) — это деревня в Германии, в земле Мекленбург-Передняя Померания и принадлежит к городу Пенцлину.",0,1,0,0,0,0
"α Этники 1979/1980 (греч. Α΄ Εθνική 1979/1980) — 44-й сезон чемпионата Греции по футболу.","Альфа Этники 1979/1980 (греч. Α΄ Εθνική 1979/1980) — 44-й сезон чемпионата Греции по футболу.",0,1,0,0,0,0
"∋ различные компоненты связующего программного обеспечения (англ. middleware) для разработки, тестирования, конфигурирования и запуска WSGI-приложений.","содержит различные компоненты связующего программного обеспечения (англ. middleware) для разработки, тестирования, конфигурирования и запуска WSGI-приложений.",0,1,0,0,0,0
"В сентябре 2023 Microsoft объявила, что > не обновляет WordPad — в будущих обновлениях Windows он будет удалён, взамен его Microsoft рекомендует использовать Блокнот, и в предварительной сборке Windows 11 (канал Canary, Bulid 26020) WordPad был удалён.","В сентябре 2023 Microsoft объявила, что больше не обновляет WordPad — в будущих обновлениях Windows он будет удалён, взамен его Microsoft рекомендует использовать Блокнот, и в предварительной сборке Windows 11 (канал Canary, Bulid 26020) WordPad был удалён.",0,1,0,0,0,0
