question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Во время суда Борман утверждала, что она присоединилась к свите СС в 1938 году, «чтобы заработать > денег».","Во время суда Борман утверждала, что она присоединилась к свите СС в 1938 году, «чтобы заработать больше денег».",0,1,0,0,0,0
"υ Ориона (υ Ориона, Upsilon Orionis, υ Orionis, сокращ. ups Ori, υ Ori) — звезда в экваториальном созвездии Ориона, расположенная к югу от Йоты Ориона.","Ипсилон Ориона (υ Ориона, Upsilon Orionis, υ Orionis, сокращ. ups Ori, υ Ori) — звезда в экваториальном созвездии Ориона, расположенная к югу от Йоты Ориона.",0,1,0,0,0,0
"Женская сборная Бразилии по баскетболу 3×3 представляет Бразилию на международных соревнованиях по баскетболу 3×3.","Женская сборная Бразилии по баскетболу 3умножить на3 представляет Бразилию на международных соревнованиях по баскетболу 3умножить на3.",0,0,1,0,0,0
"По состоянию на 11 сентября 2024, женская сборная Бразилии по баскетболу 3×3 занимает 51-е место в мировом рейтинге ФИБА женских сборных по баскетболу 3×3.","По состоянию на 11 сентября 2024, женская сборная Бразилии по баскетболу 3умножить на3 занимает 51-е место в мировом рейтинге ФИБА женских сборных по баскетболу 3умножить на3.",0,0,1,0,0,0
"Карл фон Бэр сформулировал закон в 1828 году, и он звучит следующим образом: «Чем более ранние стадии индивидуального развития сравниваются, тем > сходства удается обнаружить».","Карл фон Бэр сформулировал закон в 1828 году, и он звучит следующим образом: «Чем более ранние стадии индивидуального развития сравниваются, тем больше сходства удается обнаружить».",0,1,0,0,0,0
"Стабильная популяция ∃ на территории североперуанского национального парка Рио-Абисео.","Стабильная популяция существует на территории североперуанского национального парка Рио-Абисео.",0,1,0,0,0,0
"Гимнофтальмиды являются небольшими ящерицами, взрослые особи имеют длину < чем 60-миллиметров.","Гимнофтальмиды являются небольшими ящерицами, взрослые особи имеют длину меньше чем 60-миллиметров.",0,1,0,0,0,0
"Флавия Тавр Селевк Кир (лат. Flavius Taurus Seleucus Cyrus), > известный как Кир Панопольский (греч. Κύρος ὁ Πανοπολίτης), был влиятельным лицом в Восточной Римской империи, эпическим поэтом, философом и любителем греческого искусства.","Флавия Тавр Селевк Кир (лат. Flavius Taurus Seleucus Cyrus), больше известный как Кир Панопольский (греч. Κύρος ὁ Πανοπολίτης), был влиятельным лицом в Восточной Римской империи, эпическим поэтом, философом и любителем греческого искусства.",0,1,0,0,0,0
"∃ версия, что сабатиновцы принимали участие в разгроме Микенской Греции.","Существует версия, что сабатиновцы принимали участие в разгроме Микенской Греции.",0,1,0,0,0,0
"«Ёжик + черепаха» — советский кукольный мультфильм 1981 года по мотивам сказки Редьярда Киплинга «Откуда взялись броненосцы».","«Ёжик плюс черепаха» — советский кукольный мультфильм 1981 года по мотивам сказки Редьярда Киплинга «Откуда взялись броненосцы».",0,1,0,0,0,0
"π Ориона (π Ориона, Pi Orionis, π Orionis , сокращ. Pi Ori, π Ori) — группа довольно компактных звёзд в северном созвездии Ориона, где они образуют астеризм Щит Ориона, или Лук Ориона.","Пи Ориона (π Ориона, Pi Orionis, π Orionis , сокращ. Pi Ori, π Ori) — группа довольно компактных звёзд в северном созвездии Ориона, где они образуют астеризм Щит Ориона, или Лук Ориона.",0,1,0,0,0,0
"В профессиональном рестлинге Пуш (англ. Push) (рус. Продвижение) — это попытка букера заставить рестлера выиграть > матчей и стать более популярным или более оскорбленным фанатами в зависимости от того, кем он является героическим персонажем («фейсом») или злодеем («хил»).","В профессиональном рестлинге Пуш (англ. Push) (рус. Продвижение) — это попытка букера заставить рестлера выиграть больше матчей и стать более популярным или более оскорбленным фанатами в зависимости от того, кем он является героическим персонажем («фейсом») или злодеем («хил»).",0,1,0,0,0,0
"(6144) Кондодзиро (лат. Kondojiro) — небольшой астероид, который ∈ к тёмному спектральному классу D.","(6144) Кондодзиро (лат. Kondojiro) — небольшой астероид, который принадлежит к тёмному спектральному классу D.",0,1,0,0,0,0
"Международная ассоциация филателистических экспертов (АИЕП, от фр. Association internationale des experts en philatélie — AIEP) — учреждённое в 1954 году некоммерческое добровольное ∪ филателистических экспертов из разных государств мира.","Международная ассоциация филателистических экспертов (АИЕП, от фр. Association internationale des experts en philatélie — AIEP) — учреждённое в 1954 году некоммерческое добровольное объединение филателистических экспертов из разных государств мира.",0,1,0,0,0,0
"Список мечетей Казахстана с внутренней вместимостью > 500 человек на август 2022 года по данным Комитета по делам религии Министерства общественного развития Казахстана.","Список мечетей Казахстана с внутренней вместимостью больше 500 человек на август 2022 года по данным Комитета по делам религии Министерства общественного развития Казахстана.",0,1,0,0,0,0
"Изначально термином «сателлитная ДНК» обозначали ту часть эукариотического генома, которая отделялась при градиентном ультрацентрифугировании и, ⇒, по плотности и по содержанию пар АТ/ГЦ должна была отличаться от основной массы ДНК.","Изначально термином «сателлитная ДНК» обозначали ту часть эукариотического генома, которая отделялась при градиентном ультрацентрифугировании и, следовательно, по плотности и по содержанию пар АТ/ГЦ должна была отличаться от основной массы ДНК.",0,1,0,0,0,0
"Val × Love (яп. 戦×恋 (ヴァルラヴ) икуса × кой (варураву)) — манга Рёсукэ Асакуры, выходящая с декабря 2015 года в журнале Monthly Shonen Gangan издательства Square Enix.","Val умножить на Love (яп. 戦умножить на恋 (ヴァルラヴ) икуса умножить на кой (варураву)) — манга Рёсукэ Асакуры, выходящая с декабря 2015 года в журнале Monthly Shonen Gangan издательства Square Enix.",0,0,1,0,0,0
"Латинская буква R произошла от греческой ρ (ρ).","Латинская буква R произошла от греческой ро (ρ).",0,1,0,0,0,0
"Адрес: Ростовская область, г. Константиновск, ∩ Комсомольской и Коммунистической.","Адрес: Ростовская область, г. Константиновск, пересечение Комсомольской и Коммунистической.",0,1,0,0,0,0
"Зеленогорская рукопись целиком написана зелёными чернилами (что для средневековья абсолютно нехарактерно) и ∋ четыре пергаментных листа, основную часть которых занимает неоконченная поэма «Суд Либуши» (120 стихов) — о том, как княжна Либуше созвала суд, чтобы рассудить спор двух братьев, Хрудоша и Стяглава, по поводу наследства.","Зеленогорская рукопись целиком написана зелёными чернилами (что для средневековья абсолютно нехарактерно) и содержит четыре пергаментных листа, основную часть которых занимает неоконченная поэма «Суд Либуши» (120 стихов) — о том, как княжна Либуше созвала суд, чтобы рассудить спор двух братьев, Хрудоша и Стяглава, по поводу наследства.",0,1,0,0,0,0
"Термином «партнёрский маркетинг» также обозначают целую отрасль, в которой ∃ ряд специализированных компаний и профессионалов-одиночек, реализующих эту форму интернет-маркетинга во всем её многообразии.","Термином «партнёрский маркетинг» также обозначают целую отрасль, в которой существует ряд специализированных компаний и профессионалов-одиночек, реализующих эту форму интернет-маркетинга во всем её многообразии.",0,1,0,0,0,0
"> всего медалей по биатлону на зимних Паралимпийских играх 2018 собрала Украина (золотых медалей - 4, серебряных - 5, бронзовых - 5, всего - 14).","Больше всего медалей по биатлону на зимних Паралимпийских играх 2018 собрала Украина (золотых медалей - 4, серебряных - 5, бронзовых - 5, всего - 14).",0,1,0,0,0,0
"Shadow.tech — платформа облачного гейминга, созданная французской компанией Blade (с недавнего времени ∈ OVHcloud).","Shadow.tech — платформа облачного гейминга, созданная французской компанией Blade (с недавнего времени принадлежит OVHcloud).",0,1,0,0,0,0
"По поводу начала периода Чжаньго среди историков ∃ два мнения.","По поводу начала периода Чжаньго среди историков существует два мнения.",0,1,0,0,0,0
