question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"CZ P-10C является прямым конкурентом австрийскому Glock 19 . Пистолеты имеют очень похожие характеристики, однако Глок на 68г легче, на 2.5 мм короче и имеет иной ∠ захвата.","CZ P-10C является прямым конкурентом австрийскому Glock 19 . Пистолеты имеют очень похожие характеристики, однако Глок на 68г легче, на 2.5 мм короче и имеет иной угол захвата.",0,1,0,0,0,0
"Манускрипт состоит из 254 пергаментных листов с размером страницы 228 × 160 мм.","Манускрипт состоит из 254 пергаментных листов с размером страницы 228 умножить на 160 мм.",0,0,1,0,0,0
"α Стрелы (α Sge, α Стрелы) — жёлтый яркий гигант в созвездии Стрелы.","Альфа Стрелы (α Sge, альфа Стрелы) — жёлтый яркий гигант в созвездии Стрелы.",0,2,0,0,0,0
"Инициатива создания памятника ∈ лётчику Александру Александровичу Селезнёву, руководителю фонда молодёжных и военно-исторических программ «Качур», а также лётчику А. А. Кузнецову.","Инициатива создания памятника принадлежит лётчику Александру Александровичу Селезнёву, руководителю фонда молодёжных и военно-исторических программ «Качур», а также лётчику А. А. Кузнецову.",0,1,0,0,0,0
"6 сентября 1952 года состоялся первый послевоенный авиасалон в Фарнборо, который собрал на лётном поле Испытательного центра королевских ВВС > 100 000 зрителей.","6 сентября 1952 года состоялся первый послевоенный авиасалон в Фарнборо, который собрал на лётном поле Испытательного центра королевских ВВС больше 100 000 зрителей.",0,1,0,0,0,0
"Vickers .50 — крупнокалиберная модификация английского станкового пулемёта «Виккерс» под патрон 12,7×81 мм.","Vickers .50 — крупнокалиберная модификация английского станкового пулемёта «Виккерс» под патрон 12,7умножить на81 мм.",0,0,1,0,0,0
"Бойронская бенедиктинская конгрегация — ∪ по большей части немецких монастырей Бенедиктинского ордена с центром в аббатстве Бойрон на Верхнем Дунае.","Бойронская бенедиктинская конгрегация — объединение по большей части немецких монастырей Бенедиктинского ордена с центром в аббатстве Бойрон на Верхнем Дунае.",0,1,0,0,0,0
"Изоморфным представлением рассмотренной алгебры паравекторов является известная алгебра комплексных матриц 2×2 – алгебра Паули, повседневно используемая в квантовой механике: базисом этой алгебры служат матрицы Паули.","Изоморфным представлением рассмотренной алгебры паравекторов является известная алгебра комплексных матриц 2умножить на2 – алгебра Паули, повседневно используемая в квантовой механике: базисом этой алгебры служат матрицы Паули.",0,0,1,0,0,0
"По́ллукс (β Gem, β Близнецов, β Близнецов) — ярчайшая звезда в созвездии Близнецов и 17-я по яркости звезда неба.","По́ллукс (β Gem, β Близнецов, Бета Близнецов) — ярчайшая звезда в созвездии Близнецов и 17-я по яркости звезда неба.",0,1,0,0,0,0
"Брезици (серб. Брезици, хорв. Brezici) — населенный пункт (деревня) в общине Дервента, который ∈ энтитету Республике Сербской, Босния и Герцеговина.","Брезици (серб. Брезици, хорв. Brezici) — населенный пункт (деревня) в общине Дервента, который принадлежит энтитету Республике Сербской, Босния и Герцеговина.",0,1,0,0,0,0
"Ильдар Ильфатович Гарифуллин (27 мая 1963, Уфа — 22 мая 2023) — советский двоеборец, бронзовый призёр чемпионата мира по лыжным видам спорта 1984 в командном первенстве (эстафета 3×10 км).","Ильдар Ильфатович Гарифуллин (27 мая 1963, Уфа — 22 мая 2023) — советский двоеборец, бронзовый призёр чемпионата мира по лыжным видам спорта 1984 в командном первенстве (эстафета 3умножить на10 км).",0,0,1,0,0,0
"Университет имеет отрицательную репутацию в Сербии, связанную с рядом скандалов, включая утверждения о том, что он является фабрикой дипломов, что университет ложно заявлял о наличии международной университетской сети, которой на самом деле не ∃, а также о фальсификации списка преподавателей и преувеличении статистики по числу студентов и других показателей.","Университет имеет отрицательную репутацию в Сербии, связанную с рядом скандалов, включая утверждения о том, что он является фабрикой дипломов, что университет ложно заявлял о наличии международной университетской сети, которой на самом деле не существует, а также о фальсификации списка преподавателей и преувеличении статистики по числу студентов и других показателей.",0,1,0,0,0,0
"Фазой (фазовым углом) называется ∠","Фазой (фазовым углом) называется угол",0,1,0,0,0,0
"Общее количество носителей нило-сахарских языков (согласно Ethnologue-16) приблизительно = 39 миллионам человек.[когда?]","Общее количество носителей нило-сахарских языков (согласно Ethnologue-16) приблизительно равно 39 миллионам человек.[когда?]",0,1,0,0,0,0
