question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"В регулярном чемпионате приняло участие 12 клубов, на один <, чем в прошлом, потому что в межсезонье, 14 декабря 2009 года, была расформирована команда «Сакраменто Монархс».","В регулярном чемпионате приняло участие 12 клубов, на один меньше, чем в прошлом, потому что в межсезонье, 14 декабря 2009 года, была расформирована команда «Сакраменто Монархс».",0,1,0,0,0,0
"7 августа 1820 года Комитетом Главного штаба по аттестации барон Жомини был включён в список «генералов, служба которых ∉ до рассмотрения Комитета» и 17 октября 1822 года император Александр I приказал написать его портрет.","7 августа 1820 года Комитетом Главного штаба по аттестации барон Жомини был включён в список «генералов, служба которых не принадлежит до рассмотрения Комитета» и 17 октября 1822 года император Александр I приказал написать его портрет.",0,0,0,1,0,0
"В программу Олимпийских игр включён гладкий бег на 100, 200 и 400 метров у мужчин и женщин, эстафетный бег 4×100 и 4×400 метров у мужчин и женщин.","В программу Олимпийских игр включён гладкий бег на 100, 200 и 400 метров у мужчин и женщин, эстафетный бег 4умножить на100 и 4умножить на400 метров у мужчин и женщин.",0,0,1,0,0,0
"Банк был объединён с Банком Мартиники в 1967 году, и получил название: Банк французских Антильских островов (BDAF), который ∈ как Банк группе BPCE через его филиал.","Банк был объединён с Банком Мартиники в 1967 году, и получил название: Банк французских Антильских островов (BDAF), который принадлежит как Банк группе BPCE через его филиал.",0,1,0,0,0,0
"∪ действовало в 1917—1928 годах в Голландии и отражало устремления художников, группировавшихся вокруг журнала «De Stijl».","Объединение действовало в 1917—1928 годах в Голландии и отражало устремления художников, группировавшихся вокруг журнала «De Stijl».",0,1,0,0,0,0
"В программу чемпионата впервые была включена смешанная эстафета 4×400 метров.","В программу чемпионата впервые была включена смешанная эстафета 4умножить на400 метров.",0,0,1,0,0,0
"Выступ гортани образован двумя пластинками щитовидного хряща, ∠ между которыми > у женщин и детей, < у мужчин (в связи с чем у мужчин выступ гортани более выражен).","Выступ гортани образован двумя пластинками щитовидного хряща, угол между которыми больше у женщин и детей, меньше у мужчин (в связи с чем у мужчин выступ гортани более выражен).",0,3,0,0,0,0
"Женская сборная Того по баскетболу 3×3 представляет Того на международных соревнованиях по баскетболу 3×3.","Женская сборная Того по баскетболу 3умножить на3 представляет Того на международных соревнованиях по баскетболу 3умножить на3.",0,0,1,0,0,0
"По состоянию на 26 сентября 2024, женская сборная Того по баскетболу 3×3 занимает 96-е место в мировом рейтинге ФИБА женских сборных по баскетболу 3×3.","По состоянию на 26 сентября 2024, женская сборная Того по баскетболу 3умножить на3 занимает 96-е место в мировом рейтинге ФИБА женских сборных по баскетболу 3умножить на3.",0,0,1,0,0,0
"Пуэ́рто-Ри́ко (исп. Puerto Rico — «богатый порт»), официально — Свобо́дно ассоции́рованное госуда́рство Пуэ́рто-Ри́ко (исп. Estado Libre Asociado de Puerto Rico) или Содру́жество Пуэ́рто-Ри́ко (англ. Commonwealth of Puerto Rico) — зависимая от США территория со статусом «неинкорпорированной организованной территории» (находится под управлением США, не являясь их неотъемлемой частью); действие Конституции США на территории ограничено; верховная власть ∈ Конгрессу США, но территория имеет систему самоуправления.","Пуэ́рто-Ри́ко (исп. Puerto Rico — «богатый порт»), официально — Свобо́дно ассоции́рованное госуда́рство Пуэ́рто-Ри́ко (исп. Estado Libre Asociado de Puerto Rico) или Содру́жество Пуэ́рто-Ри́ко (англ. Commonwealth of Puerto Rico) — зависимая от США территория со статусом «неинкорпорированной организованной территории» (находится под управлением США, не являясь их неотъемлемой частью); действие Конституции США на территории ограничено; верховная власть принадлежит Конгрессу США, но территория имеет систему самоуправления.",0,1,0,0,0,0
"В настоящее время ∃ большое[какое?] число интернет-радиостанций, вещающих с использованием данного ПО.","В настоящее время существует большое[какое?] число интернет-радиостанций, вещающих с использованием данного ПО.",0,1,0,0,0,0
"22-я воздушная армия (22-я ВА) — оперативное ∪ авиации Военно-Воздушных сил СССР, предназначенное для совместных действий с другими видами вооружённых сил и родами войск (сил) вооружённых сил СССР Северного военного округа.","22-я воздушная армия (22-я ВА) — оперативное объединение авиации Военно-Воздушных сил СССР, предназначенное для совместных действий с другими видами вооружённых сил и родами войск (сил) вооружённых сил СССР Северного военного округа.",0,1,0,0,0,0
"В мае 2014 года стало известно, что участник эстафетной сборной США 4×100 м Тайсон Гэй нарушил антидопинговые правила, и его результат на Олимпийских играх должен быть аннулирован.","В мае 2014 года стало известно, что участник эстафетной сборной США 4умножить на100 м Тайсон Гэй нарушил антидопинговые правила, и его результат на Олимпийских играх должен быть аннулирован.",0,0,1,0,0,0
