question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Ильи́нская церковь — историческое здание XVIII века в деревне Белавичи Ивацевичского района, памятник архитектуры (№ 112Г000293).","Ильи́нская церковь — историческое здание XVIII века в деревне Белавичи Ивацевичского района, памятник архитектуры (номер 112Г000293).",0,0,0,0,1,0
"Общий годовой доход университета составляет около 802 млн £, причём около 283 млн только от грантов на научные исследования.","Общий годовой доход университета составляет около 802 млн фунтов стерлингов, причём около 283 млн только от грантов на научные исследования.",0,0,0,0,0,1
"В феврале 2012 Rambus купила (поглотила) компанию производителя ReRAM под названием Unity Semiconductor за 35 миллионов $[значимость факта?].","В феврале 2012 Rambus купила (поглотила) компанию производителя ReRAM под названием Unity Semiconductor за 35 миллионов долларов[значимость факта?].",0,0,0,0,1,0
"Под 39 № вошёл в 50-ку из лучших игроков «Металлурга» (Запорожье) по версии портала football.ua.","Под 39 номером вошёл в 50-ку из лучших игроков «Металлурга» (Запорожье) по версии портала football.ua.",0,0,0,0,1,0
"После приводнения ракета «планирует» под водой по спирали с углом −17 ° до глубины 150 метров, осуществляя поиск цели в пассивном режиме.","После приводнения ракета «планирует» под водой по спирали с углом −17 градусов до глубины 150 метров, осуществляя поиск цели в пассивном режиме.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Формально в Канаде не существовало такой ¤, как су (что позволяло изготовителям токенов избежать обвинений в фальшивомонетничестве или посягательстве на привилегии Королевского монетного двора); фактически «су» приравнивался к половине пенни (условной разменной единицы канадского фунта) и имел примерно тот же размер и массу, что и более поздние «токены местного жителя» номиналом в полпенни.","Формально в Канаде не существовало такой денежной единицы, как су (что позволяло изготовителям токенов избежать обвинений в фальшивомонетничестве или посягательстве на привилегии Королевского монетного двора); фактически «су» приравнивался к половине пенни (условной разменной единицы канадского фунта) и имел примерно тот же размер и массу, что и более поздние «токены местного жителя» номиналом в полпенни.",0,0,0,0,0,1
"«Billboard Top 40 Money Makers» в Музыкальном отчёте за 2009 год написал, что Пинк стала 6-й в рейтинге самых оплачиваемых артистов в 2009 году, с доходом за год только в музыкальной сфере в 36 млн $.","«Billboard Top 40 Money Makers» в Музыкальном отчёте за 2009 год написал, что Пинк стала 6-й в рейтинге самых оплачиваемых артистов в 2009 году, с доходом за год только в музыкальной сфере в 36 млн долларов.",0,0,0,0,1,0
"Флаг утверждён 21 октября 2002 года как флаг «муниципального образования Верхотурский уезд и города Верхотурье» (после муниципальной реформы — «Городской округ Верхотурский») и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 1101.","Флаг утверждён 21 октября 2002 года как флаг «муниципального образования Верхотурский уезд и города Верхотурье» (после муниципальной реформы — «Городской округ Верхотурский») и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 1101.",0,0,0,0,1,0
"25 марта 2020 года Сенат США принял CARES Act (англ. Coronavirus Aid, Relief, and Economic Security Act) о выделении 2 триллионов $ для стимулирования экономики в связи с пандемией коронавируса.","25 марта 2020 года Сенат США принял CARES Act (англ. Coronavirus Aid, Relief, and Economic Security Act) о выделении 2 триллионов долларов для стимулирования экономики в связи с пандемией коронавируса.",0,0,0,0,1,0
"«К Азинию Марруцину» (лат. Ad Asinium Marrucinum) — условное название стихотворения римского поэта Гая Валерия Катулла, включённого в состав посмертного сборника («Книги Катулла Веронского») под № 12.","«К Азинию Марруцину» (лат. Ad Asinium Marrucinum) — условное название стихотворения римского поэта Гая Валерия Катулла, включённого в состав посмертного сборника («Книги Катулла Веронского») под номером 12.",0,0,0,0,1,0
"Дуги можно измерять в угловых единицах (например, в ° или радианах) по величине центрального угла дуги, однако равные по центральным углам дуги разных окружностей не обязательно равны по длине — их длины прямо пропорциональны радиусу окружности, так что они равны только при равенстве радиусов.","Дуги можно измерять в угловых единицах (например, в градусах или радианах) по величине центрального угла дуги, однако равные по центральным углам дуги разных окружностей не обязательно равны по длине — их длины прямо пропорциональны радиусу окружности, так что они равны только при равенстве радиусов.",0,0,0,0,1,0
"После своего ухода из группы в 1970 году Росс начала успешную сольную музыкальную карьеру, выпустив свой одноименный дебютный сольный альбом и синглы «Ain’t No Mountain High Enough» — её первый сольный хит № один в США — и «Reach Out and Touch (Somebody’s Hand)».","После своего ухода из группы в 1970 году Росс начала успешную сольную музыкальную карьеру, выпустив свой одноименный дебютный сольный альбом и синглы «Ain’t No Mountain High Enough» — её первый сольный хит номер один в США — и «Reach Out and Touch (Somebody’s Hand)».",0,0,0,0,1,0
