question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Титул ∈ базилике Санта-Бальбина, расположенной в районе Рима Сан-Саба.","Титул принадлежит базилике Санта-Бальбина, расположенной в районе Рима Сан-Саба.",0,1,0,0,0,0
"«Щ-105» — советская дизель-электрическая торпедная подводная лодка времён Второй мировой войны, ∈ к серии V проекта Щ — «Щука».","«Щ-105» — советская дизель-электрическая торпедная подводная лодка времён Второй мировой войны, принадлежит к серии V проекта Щ — «Щука».",0,1,0,0,0,0
"Всеукраинское политическое ∪ «Державная самостийность Украины» или ДерСУ (укр.","Всеукраинское политическое объединение «Державная самостийность Украины» или ДерСУ (укр.",0,1,0,0,0,0
"Гостиная является общей комнатой, то есть предназначена ∀ членов семьи.","Гостиная является общей комнатой, то есть предназначена для всех членов семьи.",0,0,0,1,0,0
"Универсальных планировок и правил расстановки мебели в гостиной не ∃, это определяется в соответствии с функциональным назначением.","Универсальных планировок и правил расстановки мебели в гостиной не существует, это определяется в соответствии с функциональным назначением.",0,1,0,0,0,0
"Государственный строй Таджикистана определяется Конституцией, принятой 6 ноября 1994 года, и является суверенным демократическим правовым социальным светским унитарным государством (ст. 1) в форме правления — президентская республика, где вся власть ∈ народу (ст. 6).","Государственный строй Таджикистана определяется Конституцией, принятой 6 ноября 1994 года, и является суверенным демократическим правовым социальным светским унитарным государством (ст. 1) в форме правления — президентская республика, где вся власть принадлежит народу (ст. 6).",0,1,0,0,0,0
"Северо-Восточный пограничный округ — оперативно-стратегическое территориальное ∪ Пограничных войск КГБ СССР и ФПС России.","Северо-Восточный пограничный округ — оперативно-стратегическое территориальное объединение Пограничных войск КГБ СССР и ФПС России.",0,1,0,0,0,0
"Она расположена в созвездии Большая Медведица и представляет собой газовый гигант размером чуть > Юпитера.","Она расположена в созвездии Большая Медведица и представляет собой газовый гигант размером чуть больше Юпитера.",0,1,0,0,0,0
"Сейчас ∃ журнал «Лиахона» — официальное издание Церкви Иисуса Христа Святых последних дней.","Сейчас существует журнал «Лиахона» — официальное издание Церкви Иисуса Христа Святых последних дней.",0,1,0,0,0,0
"Ру́сско-япо́нская война́ (яп. 日露戦争 нити-ρ сэнсо: 27 января (9 февраля) 1904 — 23 августа (5 сентября) 1905) — война между Российской и Японской империями за контроль над Маньчжурией, Кореей и Жёлтым морем.","Ру́сско-япо́нская война́ (яп. 日露戦争 нити-ро сэнсо: 27 января (9 февраля) 1904 — 23 августа (5 сентября) 1905) — война между Российской и Японской империями за контроль над Маньчжурией, Кореей и Жёлтым морем.",0,1,0,0,0,0
"«Дядя Ваня» (англ. Uncle Vanya) — спектакль по одноимённой пьесе Антона Павловича Чехова, показанный на Чичестерском театральном фестивале; ∃ видеоверсия.","«Дядя Ваня» (англ. Uncle Vanya) — спектакль по одноимённой пьесе Антона Павловича Чехова, показанный на Чичестерском театральном фестивале; существует видеоверсия.",0,1,0,0,0,0
"Хотя в биохимических процессах используются и другие фосфорилированные нуклеотиды с запасом энергии в молекуле, только АТФ является универсальной молекулой ∀ процессов накопления и использования энергии в клетках.","Хотя в биохимических процессах используются и другие фосфорилированные нуклеотиды с запасом энергии в молекуле, только АТФ является универсальной молекулой для всех процессов накопления и использования энергии в клетках.",0,0,0,1,0,0
