question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Входит в список памятников национального наследия Ирана под № 217.","Входит в список памятников национального наследия Ирана под номером 217.",0,0,0,0,1,0
"«40 °» — песня украинской певицы Светланы Лободы, выпущенная 31 октября 2012 года на лейблах Zion Music и «Лобода Мьюзик».","«40 градусов» — песня украинской певицы Светланы Лободы, выпущенная 31 октября 2012 года на лейблах Zion Music и «Лобода Мьюзик».",0,0,0,0,1,0
"Флаг утверждён 30 июня 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 4224.","Флаг утверждён 30 июня 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 4224.",0,0,0,0,1,0
"В более тяжёлой стадии больной может стараться запоминать числа (например, № домов, телефонов), не оставляя себе права забывать их.","В более тяжёлой стадии больной может стараться запоминать числа (например, номера домов, телефонов), не оставляя себе права забывать их.",0,0,0,0,1,0
"Сто ₴ — номинал монет и банкнот в денежном обороте современной Украины, введена в обращение Национальным банком в 1995 году.","Сто гривен — номинал монет и банкнот в денежном обороте современной Украины, введена в обращение Национальным банком в 1995 году.",0,0,0,0,1,0
"В 2003 году в соавторстве с Андреем Кобяковым написал книгу «Закат империи $ и конец Pax Americana».","В 2003 году в соавторстве с Андреем Кобяковым написал книгу «Закат империи доллара и конец Pax Americana».",0,0,0,0,1,0
"Данилович был выбран на драфте НБА 1992 во втором раунде под 43-м № командой «Голден Стэйт Уорриорз».","Данилович был выбран на драфте НБА 1992 во втором раунде под 43-м номером командой «Голден Стэйт Уорриорз».",0,0,0,0,1,0
"№ объекта в государственном каталоге географических названий — 0716618.","Номер объекта в государственном каталоге географических названий — 0716618.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Укегту Махагургис-хан (1447—1465) — великий хан Монгольской империи из династии Северная ¥ (1454—1455), старший сын монгольского хана Тайсун-хана (Тохта-Буги).","Укегту Махагургис-хан (1447—1465) — великий хан Монгольской империи из династии Северная Юань (1454—1455), старший сын монгольского хана Тайсун-хана (Тохта-Буги).",0,0,0,0,1,0
"Швабский Альб имеет в Германии официальный № D60.","Швабский Альб имеет в Германии официальный номер D60.",0,0,0,0,1,0
"Джон Госворт (настоящее имя и фамилия — Теренс ¥ Фиттон Армстронг) (англ. John Gawsworth; 29 июня 1912, Лондон — 23 сентября 1970) — английский поэт, прозаик, библиограф, составитель антологий, коллекционер.","Джон Госворт (настоящее имя и фамилия — Теренс Йен Фиттон Армстронг) (англ. John Gawsworth; 29 июня 1912, Лондон — 23 сентября 1970) — английский поэт, прозаик, библиограф, составитель антологий, коллекционер.",0,0,0,0,1,0
"Серебро́ (химический символ — Ag, от лат. Argentum) — химический элемент 11 группы (по устаревшей классификации — побочной подгруппы первой группы, IB), пятого периода периодической системы химических элементов Д. И. Менделеева, с атомным № 47.","Серебро́ (химический символ — Ag, от лат. Argentum) — химический элемент 11 группы (по устаревшей классификации — побочной подгруппы первой группы, IB), пятого периода периодической системы химических элементов Д. И. Менделеева, с атомным номером 47.",0,0,0,0,1,0
"В московском «Спартаке» Робсон выступал под № 24, 10 и 7.","В московском «Спартаке» Робсон выступал под номерами 24, 10 и 7.",0,0,0,0,1,0
"DUNDi (англ. Distributed Universal Number Discovery — распределённое универсальное распознавание №) — протокол маршрутизации VoIP, который обеспечивает службу каталогов, похожую на ENUM.","DUNDi (англ. Distributed Universal Number Discovery — распределённое универсальное распознавание номеров) — протокол маршрутизации VoIP, который обеспечивает службу каталогов, похожую на ENUM.",0,0,0,0,1,0
"По его словам фирма Microsoft тратила на исследования связанные с информационной магистралью сотни миллионов $ ежегодно.","По его словам фирма Microsoft тратила на исследования связанные с информационной магистралью сотни миллионов долларов ежегодно.",0,0,0,0,1,0
"Премия «За мирный атом» (др. название — Премия «Атомы для мира», англ. Atoms for Peace Award) была учреждена в 1955 году за счет гранта 1 000 000 $ от Фонда Ford Motor Company.","Премия «За мирный атом» (др. название — Премия «Атомы для мира», англ. Atoms for Peace Award) была учреждена в 1955 году за счет гранта 1 000 000 долларов от Фонда Ford Motor Company.",0,0,0,0,1,0
"Парагвайское песо (исп. Peso paraguayo) — ¤ Парагвая до 1943 года.","Парагвайское песо (исп. Peso paraguayo) — денежная единица Парагвая до 1943 года.",0,0,0,0,0,1
"Уганди́йский ши́ллинг — ¤ государства Уганда.","Уганди́йский ши́ллинг — денежная единица государства Уганда.",0,0,0,0,0,1
"Наибольшей известности Ходжсон достиг во время руководства сборной Швейцарии, он вывел швейцарцев в финальную часть чемпионата мира 1994, впервые за 28 лет и вывел её на €-96, впервые за 36 лет.","Наибольшей известности Ходжсон достиг во время руководства сборной Швейцарии, он вывел швейцарцев в финальную часть чемпионата мира 1994, впервые за 28 лет и вывел её на Евро-96, впервые за 36 лет.",0,0,0,0,1,0
"По состоянию на март 2011 года в China Properties Group работало 0,3 тыс. человек, рыночная стоимость корпорации составляла 0,6 млрд. $, а продажи — 0,2 млрд. $.","По состоянию на март 2011 года в China Properties Group работало 0,3 тыс. человек, рыночная стоимость корпорации составляла 0,6 млрд. долларов, а продажи — 0,2 млрд. долларов.",0,0,0,0,2,0
