question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Было разыграно 11 комплектов наград, на один >, чем на предыдущих Олимпийских играх — 6 апреля 2011 года исполком Международного олимпийского комитета (МОК) принял решение о включении в программу зимних Олимпийских игр смешанной эстафеты.","Было разыграно 11 комплектов наград, на один больше, чем на предыдущих Олимпийских играх — 6 апреля 2011 года исполком Международного олимпийского комитета (МОК) принял решение о включении в программу зимних Олимпийских игр смешанной эстафеты.",0,1,0,0,0,0
"Проект «Топография террора» ∃ в Берлине с 1987 года, когда в полуразрушенных подвалах гестапо, сохранившихся от Дворца принца Альбрехта, открыли выставку о преступлениях нацистов.","Проект «Топография террора» существует в Берлине с 1987 года, когда в полуразрушенных подвалах гестапо, сохранившихся от Дворца принца Альбрехта, открыли выставку о преступлениях нацистов.",0,1,0,0,0,0
"Для обозначения случайной величины в математике принято использовать греческую букву «ξ»","Для обозначения случайной величины в математике принято использовать греческую букву «кси»",0,1,0,0,0,0
"Чаще всего использование той или иной меры связано с тем что в соответствующей мере некоторый интересующий процесс является мартингалом, а значит наилучшей оценкой будущего ожидаемого значения (ожидаемого в этой мере) = текущему значению процесса.","Чаще всего использование той или иной меры связано с тем что в соответствующей мере некоторый интересующий процесс является мартингалом, а значит наилучшей оценкой будущего ожидаемого значения (ожидаемого в этой мере) равно текущему значению процесса.",0,1,0,0,0,0
"Кроме точных сведений о подлинных исторических событиях «Великая хроника» ∋ много мифов, легенд, преданий и литературных обработок, в том числе повести о Троянской войне, Александре Македонском («Александрия»), Куликовской битве 1380 года и др.","Кроме точных сведений о подлинных исторических событиях «Великая хроника» содержит много мифов, легенд, преданий и литературных обработок, в том числе повести о Троянской войне, Александре Македонском («Александрия»), Куликовской битве 1380 года и др.",0,1,0,0,0,0
"Распределение variance-gamma — распределение вероятностей, является нормальной смесью дисперсии-среднего, в которой в качестве взвешивающей плотности взята плотность Γ-распределения.","Распределение variance-gamma — распределение вероятностей, является нормальной смесью дисперсии-среднего, в которой в качестве взвешивающей плотности взята плотность гамма-распределения.",0,1,0,0,0,0
"При этом он показал, что для каждой полосы поглощения ∃ максимум интенсивности поглощения; что для большинства полос этому соответствует температура, очень близкая к температуре жидкого водорода, а также что многие полосы обнаруживают некоторый минимум поглощения в области низких температур.","При этом он показал, что для каждой полосы поглощения существует максимум интенсивности поглощения; что для большинства полос этому соответствует температура, очень близкая к температуре жидкого водорода, а также что многие полосы обнаруживают некоторый минимум поглощения в области низких температур.",0,1,0,0,0,0
"Характеристика «вполовину <» также означает, что геми-грани должны проходить через центр многогранника, где они все пересекаются.","Характеристика «вполовину меньше» также означает, что геми-грани должны проходить через центр многогранника, где они все пересекаются.",0,1,0,0,0,0
"В регулярном чемпионате приняло участие восемь клубов, на один <, чем в прошлом, так как в межсезонье, в апреле 2017 года, была расформирована команда «Саут-Ист Квинсленд Старз».","В регулярном чемпионате приняло участие восемь клубов, на один меньше, чем в прошлом, так как в межсезонье, в апреле 2017 года, была расформирована команда «Саут-Ист Квинсленд Старз».",0,1,0,0,0,0
"Бурта́сы — племенное ∪, располагавшееся по правому берегу средней Волги.","Бурта́сы — племенное объединение, располагавшееся по правому берегу средней Волги.",0,1,0,0,0,0
