question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Жуа́нь Цзи, или ¥ Цзи (кит. трад. 阮籍, пиньинь Ruǎn Jí, 210—263) — китайский поэт и философ эпохи троецарствия.","Жуа́нь Цзи, или Юань Цзи (кит. трад. 阮籍, пиньинь Ruǎn Jí, 210—263) — китайский поэт и философ эпохи троецарствия.",0,0,0,0,1,0
"Калабубу (иногда встречается написание кала бубу — украшение в форме ₴ (жёсткое круглое ожерелье), которое носили воины народа Южного Ниаса в Индонезии.","Калабубу (иногда встречается написание кала бубу — украшение в форме гривны (жёсткое круглое ожерелье), которое носили воины народа Южного Ниаса в Индонезии.",0,0,0,0,1,0
"% видов, используемых в различных сферах деятельности человека.","процент видов, используемых в различных сферах деятельности человека.",0,0,0,0,1,0
"В 1989 году выбран на драфте клубом Детройт Ред Уингз (6-й раунд, 116-й №).","В 1989 году выбран на драфте клубом Детройт Ред Уингз (6-й раунд, 116-й номер).",0,0,0,0,1,0
"Разыгрывающий защитник, плеймейкер, или первый № (англ. point guard, play maker), — позиция игрока в баскетбольной команде.","Разыгрывающий защитник, плеймейкер, или первый номер (англ. point guard, play maker), — позиция игрока в баскетбольной команде.",0,0,0,0,1,0
"Флаг утверждён 17 сентября 2003 года, как флаг Сараевского района Рязанской области (после муниципальной реформы — «муниципальное образование — Сараевский муниципальный район Рязанской области»), и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 1971.","Флаг утверждён 17 сентября 2003 года, как флаг Сараевского района Рязанской области (после муниципальной реформы — «муниципальное образование — Сараевский муниципальный район Рязанской области»), и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 1971.",0,0,0,0,1,0
"№ состоял из восьми страниц, размером ин-кватро.","Номер состоял из восьми страниц, размером ин-кватро.",0,0,0,0,1,0
"Пурпу́рный запре́тный небосво́д (кит. трад. 紫微垣, пиньинь Zǐ wēi yuán) — это первый из Сань ¥ (кит. трад. 三垣, пиньинь Sān yuán) или Трёх небосводов (небесные королевства).","Пурпу́рный запре́тный небосво́д (кит. трад. 紫微垣, пиньинь Zǐ wēi yuán) — это первый из Сань Юань (кит. трад. 三垣, пиньинь Sān yuán) или Трёх небосводов (небесные королевства).",0,0,0,0,1,0
"Флаг утверждён 28 июня 2011 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 8529.","Флаг утверждён 28 июня 2011 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 8529.",0,0,0,0,1,0
"Сергей Борисович Лыско (родился 14 августа 1974 года, Москва, СССР) — советский и российский регбист, выступавший на позиции форварда третьей линии (№ с 6 по 8), действующий федеральный тренер по резерву сборных России и главный тренер клуба «Слава».","Сергей Борисович Лыско (родился 14 августа 1974 года, Москва, СССР) — советский и российский регбист, выступавший на позиции форварда третьей линии (номера с 6 по 8), действующий федеральный тренер по резерву сборных России и главный тренер клуба «Слава».",0,0,0,0,1,0
