question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Знаком × отмечены виды, имеющие гибридное происхождение.","Знаком умножить на отмечены виды, имеющие гибридное происхождение.",0,0,1,0,0,0
"Медиа́на (от лат. mediāna «середина»), или серединное значение набора чисел — число, которое находится в середине этого набора, если его упорядочить по возрастанию, то есть такое число, что половина из элементов набора не < него, а другая половина не >.","Медиа́на (от лат. mediāna «середина»), или серединное значение набора чисел — число, которое находится в середине этого набора, если его упорядочить по возрастанию, то есть такое число, что половина из элементов набора не меньше него, а другая половина не больше.",0,2,0,0,0,0
"Для работы на мобильных устройствах ∃ программа Мобильная Яндекс.Почта.","Для работы на мобильных устройствах существует программа Мобильная Яндекс.Почта.",0,1,0,0,0,0
"После «Хэллоуина 6: Проклятие Майкла Майерса» последовал фильм «Хэллоуин: 20 лет спустя» в 1998 году, который не ∋ никаких отсылок к сюжетной линии Джейми Ллойд из предыдущих трёх фильмов (хотя они были представлены в оригинальном сценарии и комиксах, изданных «Chaos! Comics»), а является прямым продолжением фильма «Хэллоуин 2» (1981).","После «Хэллоуина 6: Проклятие Майкла Майерса» последовал фильм «Хэллоуин: 20 лет спустя» в 1998 году, который не содержит никаких отсылок к сюжетной линии Джейми Ллойд из предыдущих трёх фильмов (хотя они были представлены в оригинальном сценарии и комиксах, изданных «Chaos! Comics»), а является прямым продолжением фильма «Хэллоуин 2» (1981).",0,1,0,0,0,0
"Из-за прецессии координаты объекта изменились на примерно 1,5', однако поблизости от галактики > ничего нет, поэтому её идентификация не вызывает сомнений.","Из-за прецессии координаты объекта изменились на примерно 1,5', однако поблизости от галактики больше ничего нет, поэтому её идентификация не вызывает сомнений.",0,1,0,0,0,0
"∋ 4 знака гласных, 14 для согласных и 5 для слогов.","Содержит 4 знака гласных, 14 для согласных и 5 для слогов.",0,1,0,0,0,0
"∠ — деревня в Белозерском районе Вологодской области.","Угол — деревня в Белозерском районе Вологодской области.",0,1,0,0,0,0
"Гре́йзен (от нем. Greisen — расщепление) — метасоматическая горная порода, состоящая в основном из кварца и светлых слюд (лепидолита, мусковита), часто ∋ ценные рудные минералы в виде вкрапленности (касситерит, вольфрамит, танталит и др.).","Гре́йзен (от нем. Greisen — расщепление) — метасоматическая горная порода, состоящая в основном из кварца и светлых слюд (лепидолита, мусковита), часто содержит ценные рудные минералы в виде вкрапленности (касситерит, вольфрамит, танталит и др.).",0,1,0,0,0,0
"Син Ик χ (Син Икхи) (кор. 신익히?, 申翼熙?; 9 июня 1892, Кванджу, Кёнгидо, Чосон — 5 мая 1956) — корейский государственный деятель, председатель Национального собрания Южной Кореи (1948—1954).","Син Ик Хи (Син Икхи) (кор. 신익히?, 申翼熙?; 9 июня 1892, Кванджу, Кёнгидо, Чосон — 5 мая 1956) — корейский государственный деятель, председатель Национального собрания Южной Кореи (1948—1954).",0,1,0,0,0,0
"Метамфетами́н (сокр. от N-метил-α-метилфенилэтиламин) — производное амфетамина, белое кристаллическое вещество.","Метамфетами́н (сокр. от N-метил-альфа-метилфенилэтиламин) — производное амфетамина, белое кристаллическое вещество.",0,1,0,0,0,0
"Solar Mesosphere Explorer— американский искусственный спутник Земли, созданный для изучения озонового слоя и запущенный 6 октября 1981 года с авиабазы Ванденберг ракетой-носителем Δ 2310 639/D157.","Solar Mesosphere Explorer— американский искусственный спутник Земли, созданный для изучения озонового слоя и запущенный 6 октября 1981 года с авиабазы Ванденберг ракетой-носителем Дельта 2310 639/D157.",0,1,0,0,0,0
"Последняя слабая активность вулкана была 16 августа 1997 года, в результате которой поднялись грунтовые воды и произошёл их выброс, который длился чуть > часа.","Последняя слабая активность вулкана была 16 августа 1997 года, в результате которой поднялись грунтовые воды и произошёл их выброс, который длился чуть больше часа.",0,1,0,0,0,0
"Название песни относится к лондонской звукозаписывающей студии Orinoco Studios (теперь Miloco Studios), в которой она была записана, и к реке Ориноко, хотя это > похоже на спланированную игру слов.","Название песни относится к лондонской звукозаписывающей студии Orinoco Studios (теперь Miloco Studios), в которой она была записана, и к реке Ориноко, хотя это больше похоже на спланированную игру слов.",0,1,0,0,0,0
"Арифметические операции возникли тоже из практических потребностей, как отображение реальных событий: ∪ множеств, отделение части от множества и т. д.","Арифметические операции возникли тоже из практических потребностей, как отображение реальных событий: объединение множеств, отделение части от множества и т. д.",0,1,0,0,0,0
"Несмотря на то, что 7 августа 1820 года Комитетом Главного штаба по аттестации Сухтелен был включён в список «генералов, которых служба ∉ до рассмотрения Комитета», фактическое решение о написании его портрета состоялось раньше, вскоре после приезда Доу в Россию, поскольку гонорар художнику был выплачен 18 февраля и 10 марта 1820 года.","Несмотря на то, что 7 августа 1820 года Комитетом Главного штаба по аттестации Сухтелен был включён в список «генералов, которых служба не принадлежит до рассмотрения Комитета», фактическое решение о написании его портрета состоялось раньше, вскоре после приезда Доу в Россию, поскольку гонорар художнику был выплачен 18 февраля и 10 марта 1820 года.",0,0,0,1,0,0
